ResponseId,variable,value,picture_order,side,action_nr,actor,actions,action_short,attention_response,attention_correct_x,attention_correct_y,IPAddress,BirthYear,Ethnicity,Gender,Age,Rating,Actor,Action,Binary
R_2s4wHgPrFmmzArf,Q3_2_6,Unsure,Q3,2,6,robot,to not let Robert watch TV,No TV,Unsure,True,1.0,74.215.71.20,2003,White,Male,18.0,0,robot,No TV,0.0
R_1JF3A1VQ2VlBZus,Q3_1_1,Unsure,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Unsure,True,1.0,129.137.96.16,2003,Black or African American,Male,18.0,0,nurse,Accept,0.0
R_1JF3A1VQ2VlBZus,Q3_2_1,Unsure,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Unsure,True,1.0,129.137.96.16,2003,Black or African American,Male,18.0,0,robot,Accept,0.0
R_1JF3A1VQ2VlBZus,Q3_1_2,Unsure,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.16,2003,Black or African American,Male,18.0,0,nurse,Notify Trusted,0.0
R_1JF3A1VQ2VlBZus,Q3_2_2,Unsure,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.16,2003,Black or African American,Male,18.0,0,robot,Notify Trusted,0.0
R_1JF3A1VQ2VlBZus,Q3_1_3,Unsure,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Unsure,True,1.0,129.137.96.16,2003,Black or African American,Male,18.0,0,nurse,Notify Doctor,0.0
R_1JF3A1VQ2VlBZus,Q3_2_3,Unsure,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Unsure,True,1.0,129.137.96.16,2003,Black or African American,Male,18.0,0,robot,Notify Doctor,0.0
R_1JF3A1VQ2VlBZus,Q3_1_4,Unsure,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.16,2003,Black or African American,Male,18.0,0,nurse,Repeat,0.0
R_1JF3A1VQ2VlBZus,Q3_2_4,Unsure,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.16,2003,Black or African American,Male,18.0,0,robot,Repeat,0.0
R_1JF3A1VQ2VlBZus,Q3_1_5,Unsure,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Unsure,True,1.0,129.137.96.16,2003,Black or African American,Male,18.0,0,nurse,Refuse Dinner,0.0
R_1JF3A1VQ2VlBZus,Q3_2_5,Unsure,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Unsure,True,1.0,129.137.96.16,2003,Black or African American,Male,18.0,0,robot,Refuse Dinner,0.0
R_1JF3A1VQ2VlBZus,Q3_1_6,Unsure,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,129.137.96.16,2003,Black or African American,Male,18.0,0,nurse,No TV,0.0
R_1JF3A1VQ2VlBZus,Q3_2_6,Unsure,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,129.137.96.16,2003,Black or African American,Male,18.0,0,robot,No TV,0.0
R_2bI88YuPHwxlIS5,Q3_1_1,Not Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,129.137.96.21,2002,Other_Latina,Female,19.0,-1,nurse,Accept,0.0
R_2bI88YuPHwxlIS5,Q3_2_1,Unsure,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Unsure,True,1.0,129.137.96.21,2002,Other_Latina,Female,19.0,0,robot,Accept,0.0
R_2bI88YuPHwxlIS5,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,129.137.96.21,2002,Other_Latina,Female,19.0,1,nurse,Notify Trusted,1.0
R_2bI88YuPHwxlIS5,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,129.137.96.21,2002,Other_Latina,Female,19.0,1,robot,Notify Trusted,1.0
R_2bI88YuPHwxlIS5,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,129.137.96.21,2002,Other_Latina,Female,19.0,1,nurse,Notify Doctor,1.0
R_2bI88YuPHwxlIS5,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,129.137.96.21,2002,Other_Latina,Female,19.0,1,robot,Notify Doctor,1.0
R_2bI88YuPHwxlIS5,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.21,2002,Other_Latina,Female,19.0,1,nurse,Repeat,1.0
R_2bI88YuPHwxlIS5,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.21,2002,Other_Latina,Female,19.0,1,robot,Repeat,1.0
R_2bI88YuPHwxlIS5,Q3_1_5,Not Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,1.0,129.137.96.21,2002,Other_Latina,Female,19.0,-1,nurse,Refuse Dinner,0.0
R_2bI88YuPHwxlIS5,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,1.0,129.137.96.21,2002,Other_Latina,Female,19.0,-1,robot,Refuse Dinner,0.0
R_2bI88YuPHwxlIS5,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,129.137.96.21,2002,Other_Latina,Female,19.0,1,nurse,No TV,1.0
R_2bI88YuPHwxlIS5,Q3_2_6,Unsure,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,129.137.96.21,2002,Other_Latina,Female,19.0,0,robot,No TV,0.0
R_a9lnFV1u20FSefT,Q3_1_1,Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Permissible,True,1.0,129.137.96.17,2003,White,Female,18.0,1,nurse,Accept,1.0
R_a9lnFV1u20FSefT,Q3_2_1,Not Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,129.137.96.17,2003,White,Female,18.0,-1,robot,Accept,0.0
R_a9lnFV1u20FSefT,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,129.137.96.17,2003,White,Female,18.0,1,nurse,Notify Trusted,1.0
R_a9lnFV1u20FSefT,Q3_2_2,Not Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Not Permissible,True,1.0,129.137.96.17,2003,White,Female,18.0,-1,robot,Notify Trusted,0.0
R_a9lnFV1u20FSefT,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,129.137.96.17,2003,White,Female,18.0,1,nurse,Notify Doctor,1.0
R_a9lnFV1u20FSefT,Q3_2_3,Unsure,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,129.137.96.17,2003,White,Female,18.0,0,robot,Notify Doctor,0.0
R_a9lnFV1u20FSefT,Q3_1_4,Unsure,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.17,2003,White,Female,18.0,0,nurse,Repeat,0.0
R_a9lnFV1u20FSefT,Q3_2_4,Unsure,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.17,2003,White,Female,18.0,0,robot,Repeat,0.0
R_a9lnFV1u20FSefT,Q3_1_5,Not Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,129.137.96.17,2003,White,Female,18.0,-1,nurse,Refuse Dinner,0.0
R_a9lnFV1u20FSefT,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,129.137.96.17,2003,White,Female,18.0,-1,robot,Refuse Dinner,0.0
R_a9lnFV1u20FSefT,Q3_1_6,Not Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,Not Permissible,True,1.0,129.137.96.17,2003,White,Female,18.0,-1,nurse,No TV,0.0
R_a9lnFV1u20FSefT,Q3_2_6,Not Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,Not Permissible,True,1.0,129.137.96.17,2003,White,Female,18.0,-1,robot,No TV,0.0
R_RwsztA7sU17NAxr,Q3_1_1,Not Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,157.32.88.156,2003,Other_Indian(South Asian),Female,18.0,-1,nurse,Accept,0.0
R_RwsztA7sU17NAxr,Q3_2_1,Not Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,157.32.88.156,2003,Other_Indian(South Asian),Female,18.0,-1,robot,Accept,0.0
R_RwsztA7sU17NAxr,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,157.32.88.156,2003,Other_Indian(South Asian),Female,18.0,1,nurse,Notify Trusted,1.0
R_RwsztA7sU17NAxr,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,157.32.88.156,2003,Other_Indian(South Asian),Female,18.0,1,robot,Notify Trusted,1.0
R_RwsztA7sU17NAxr,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,157.32.88.156,2003,Other_Indian(South Asian),Female,18.0,1,nurse,Notify Doctor,1.0
R_RwsztA7sU17NAxr,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,157.32.88.156,2003,Other_Indian(South Asian),Female,18.0,1,robot,Notify Doctor,1.0
R_RwsztA7sU17NAxr,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,157.32.88.156,2003,Other_Indian(South Asian),Female,18.0,1,nurse,Repeat,1.0
R_RwsztA7sU17NAxr,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,157.32.88.156,2003,Other_Indian(South Asian),Female,18.0,1,robot,Repeat,1.0
R_RwsztA7sU17NAxr,Q3_1_5,Unsure,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,157.32.88.156,2003,Other_Indian(South Asian),Female,18.0,0,nurse,Refuse Dinner,0.0
R_RwsztA7sU17NAxr,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,157.32.88.156,2003,Other_Indian(South Asian),Female,18.0,-1,robot,Refuse Dinner,0.0
R_RwsztA7sU17NAxr,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,Permissible,True,1.0,157.32.88.156,2003,Other_Indian(South Asian),Female,18.0,1,nurse,No TV,1.0
R_RwsztA7sU17NAxr,Q3_2_6,Unsure,Q3,2,6,robot,to not let Robert watch TV,No TV,Unsure,True,1.0,157.32.88.156,2003,Other_Indian(South Asian),Female,18.0,0,robot,No TV,0.0
R_1dNpfdlnEhu57ii,Q14_1_1,Not Permissible,Q14,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,129.137.96.8,2003,White,Male,18.0,-1,nurse,Accept,0.0
R_1dNpfdlnEhu57ii,Q14_2_1,Not Permissible,Q14,2,1,robot,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,129.137.96.8,2003,White,Male,18.0,-1,robot,Accept,0.0
R_1dNpfdlnEhu57ii,Q14_1_2,Permissible,Q14,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.8,2003,White,Male,18.0,1,nurse,Notify Trusted,1.0
R_1dNpfdlnEhu57ii,Q14_2_2,Permissible,Q14,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.8,2003,White,Male,18.0,1,robot,Notify Trusted,1.0
R_1dNpfdlnEhu57ii,Q14_1_3,Permissible,Q14,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,129.137.96.8,2003,White,Male,18.0,1,nurse,Notify Doctor,1.0
R_1dNpfdlnEhu57ii,Q14_2_3,Permissible,Q14,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,129.137.96.8,2003,White,Male,18.0,1,robot,Notify Doctor,1.0
R_1dNpfdlnEhu57ii,Q14_1_4,Permissible,Q14,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,1.0,129.137.96.8,2003,White,Male,18.0,1,nurse,Repeat,1.0
R_1dNpfdlnEhu57ii,Q14_2_4,Permissible,Q14,2,4,robot,repeat the request to take the medication,Repeat,Permissible,True,1.0,129.137.96.8,2003,White,Male,18.0,1,robot,Repeat,1.0
R_1dNpfdlnEhu57ii,Q14_1_5,Not Permissible,Q14,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,129.137.96.8,2003,White,Male,18.0,-1,nurse,Refuse Dinner,0.0
R_1dNpfdlnEhu57ii,Q14_2_5,Not Permissible,Q14,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,129.137.96.8,2003,White,Male,18.0,-1,robot,Refuse Dinner,0.0
R_1dNpfdlnEhu57ii,Q14_1_6,Unsure,Q14,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,129.137.96.8,2003,White,Male,18.0,0,nurse,No TV,0.0
R_1dNpfdlnEhu57ii,Q14_2_6,Unsure,Q14,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,129.137.96.8,2003,White,Male,18.0,0,robot,No TV,0.0
R_3GqupIBPWIHDAlt,Q14_1_1,Unsure,Q14,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Unsure,True,1.0,129.137.96.8,2003,White,Male,18.0,0,nurse,Accept,0.0
R_3GqupIBPWIHDAlt,Q14_2_1,Not Permissible,Q14,2,1,robot,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,129.137.96.8,2003,White,Male,18.0,-1,robot,Accept,0.0
R_3GqupIBPWIHDAlt,Q14_1_2,Permissible,Q14,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.8,2003,White,Male,18.0,1,nurse,Notify Trusted,1.0
R_3GqupIBPWIHDAlt,Q14_2_2,Permissible,Q14,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.8,2003,White,Male,18.0,1,robot,Notify Trusted,1.0
R_3GqupIBPWIHDAlt,Q14_1_3,Permissible,Q14,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,129.137.96.8,2003,White,Male,18.0,1,nurse,Notify Doctor,1.0
R_3GqupIBPWIHDAlt,Q14_2_3,Permissible,Q14,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,129.137.96.8,2003,White,Male,18.0,1,robot,Notify Doctor,1.0
R_3GqupIBPWIHDAlt,Q14_1_4,Permissible,Q14,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.8,2003,White,Male,18.0,1,nurse,Repeat,1.0
R_3GqupIBPWIHDAlt,Q14_2_4,Permissible,Q14,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.8,2003,White,Male,18.0,1,robot,Repeat,1.0
R_3GqupIBPWIHDAlt,Q14_1_5,Not Permissible,Q14,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,1.0,129.137.96.8,2003,White,Male,18.0,-1,nurse,Refuse Dinner,0.0
R_3GqupIBPWIHDAlt,Q14_2_5,Not Permissible,Q14,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,1.0,129.137.96.8,2003,White,Male,18.0,-1,robot,Refuse Dinner,0.0
R_3GqupIBPWIHDAlt,Q14_1_6,Not Permissible,Q14,1,6,nurse,to not let Robert watch TV,No TV,Not Permissible,True,1.0,129.137.96.8,2003,White,Male,18.0,-1,nurse,No TV,0.0
R_3GqupIBPWIHDAlt,Q14_2_6,Not Permissible,Q14,2,6,robot,to not let Robert watch TV,No TV,Not Permissible,True,1.0,129.137.96.8,2003,White,Male,18.0,-1,robot,No TV,0.0
R_1gzoOqsLKbnCm8U,Q14_1_1,Not Permissible,Q14,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,1.0,129.137.96.19,2002,White,Male,19.0,-1,nurse,Accept,0.0
R_1gzoOqsLKbnCm8U,Q14_2_1,Unsure,Q14,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,1.0,129.137.96.19,2002,White,Male,19.0,0,robot,Accept,0.0
R_1gzoOqsLKbnCm8U,Q14_1_2,Permissible,Q14,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.19,2002,White,Male,19.0,1,nurse,Notify Trusted,1.0
R_1gzoOqsLKbnCm8U,Q14_2_2,Permissible,Q14,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.19,2002,White,Male,19.0,1,robot,Notify Trusted,1.0
R_1gzoOqsLKbnCm8U,Q14_1_3,Permissible,Q14,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,129.137.96.19,2002,White,Male,19.0,1,nurse,Notify Doctor,1.0
R_1gzoOqsLKbnCm8U,Q14_2_3,Permissible,Q14,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,129.137.96.19,2002,White,Male,19.0,1,robot,Notify Doctor,1.0
R_1gzoOqsLKbnCm8U,Q14_1_4,Permissible,Q14,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,1.0,129.137.96.19,2002,White,Male,19.0,1,nurse,Repeat,1.0
R_1gzoOqsLKbnCm8U,Q14_2_4,Permissible,Q14,2,4,robot,repeat the request to take the medication,Repeat,Permissible,True,1.0,129.137.96.19,2002,White,Male,19.0,1,robot,Repeat,1.0
R_1gzoOqsLKbnCm8U,Q14_1_5,Unsure,Q14,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Unsure,True,1.0,129.137.96.19,2002,White,Male,19.0,0,nurse,Refuse Dinner,0.0
R_1gzoOqsLKbnCm8U,Q14_2_5,Unsure,Q14,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Unsure,True,1.0,129.137.96.19,2002,White,Male,19.0,0,robot,Refuse Dinner,0.0
R_1gzoOqsLKbnCm8U,Q14_1_6,Unsure,Q14,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,129.137.96.19,2002,White,Male,19.0,0,nurse,No TV,0.0
R_1gzoOqsLKbnCm8U,Q14_2_6,Unsure,Q14,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,129.137.96.19,2002,White,Male,19.0,0,robot,No TV,0.0
R_1PZR4Q0Gad9RgQI,Q14_1_1,Not Permissible,Q14,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,129.137.96.9,2003,Black or African American,Male,18.0,-1,nurse,Accept,0.0
R_1PZR4Q0Gad9RgQI,Q14_2_1,Not Permissible,Q14,2,1,robot,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,129.137.96.9,2003,Black or African American,Male,18.0,-1,robot,Accept,0.0
R_1PZR4Q0Gad9RgQI,Q14_1_2,Permissible,Q14,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,129.137.96.9,2003,Black or African American,Male,18.0,1,nurse,Notify Trusted,1.0
R_1PZR4Q0Gad9RgQI,Q14_2_2,Permissible,Q14,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,129.137.96.9,2003,Black or African American,Male,18.0,1,robot,Notify Trusted,1.0
R_1PZR4Q0Gad9RgQI,Q14_1_3,Permissible,Q14,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,129.137.96.9,2003,Black or African American,Male,18.0,1,nurse,Notify Doctor,1.0
R_1PZR4Q0Gad9RgQI,Q14_2_3,Permissible,Q14,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,129.137.96.9,2003,Black or African American,Male,18.0,1,robot,Notify Doctor,1.0
R_1PZR4Q0Gad9RgQI,Q14_1_4,Permissible,Q14,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.9,2003,Black or African American,Male,18.0,1,nurse,Repeat,1.0
R_1PZR4Q0Gad9RgQI,Q14_2_4,Permissible,Q14,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.9,2003,Black or African American,Male,18.0,1,robot,Repeat,1.0
R_1PZR4Q0Gad9RgQI,Q14_1_5,Not Permissible,Q14,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,129.137.96.9,2003,Black or African American,Male,18.0,-1,nurse,Refuse Dinner,0.0
R_1PZR4Q0Gad9RgQI,Q14_2_5,Not Permissible,Q14,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,129.137.96.9,2003,Black or African American,Male,18.0,-1,robot,Refuse Dinner,0.0
R_1PZR4Q0Gad9RgQI,Q14_1_6,Permissible,Q14,1,6,nurse,to not let Robert watch TV,No TV,Permissible,True,1.0,129.137.96.9,2003,Black or African American,Male,18.0,1,nurse,No TV,1.0
R_1PZR4Q0Gad9RgQI,Q14_2_6,Permissible,Q14,2,6,robot,to not let Robert watch TV,No TV,Permissible,True,1.0,129.137.96.9,2003,Black or African American,Male,18.0,1,robot,No TV,1.0
R_308mlLW4MwAGyFY,Q14_1_1,Not Permissible,Q14,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,1.0,74.83.110.128,2002,White,Male,19.0,-1,nurse,Accept,0.0
R_308mlLW4MwAGyFY,Q14_2_1,Not Permissible,Q14,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,1.0,74.83.110.128,2002,White,Male,19.0,-1,robot,Accept,0.0
R_308mlLW4MwAGyFY,Q14_1_2,Permissible,Q14,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,74.83.110.128,2002,White,Male,19.0,1,nurse,Notify Trusted,1.0
R_308mlLW4MwAGyFY,Q14_2_2,Permissible,Q14,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,74.83.110.128,2002,White,Male,19.0,1,robot,Notify Trusted,1.0
R_308mlLW4MwAGyFY,Q14_1_3,Permissible,Q14,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,74.83.110.128,2002,White,Male,19.0,1,nurse,Notify Doctor,1.0
R_308mlLW4MwAGyFY,Q14_2_3,Permissible,Q14,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,74.83.110.128,2002,White,Male,19.0,1,robot,Notify Doctor,1.0
R_308mlLW4MwAGyFY,Q14_1_4,Permissible,Q14,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,1.0,74.83.110.128,2002,White,Male,19.0,1,nurse,Repeat,1.0
R_308mlLW4MwAGyFY,Q14_2_4,Permissible,Q14,2,4,robot,repeat the request to take the medication,Repeat,Permissible,True,1.0,74.83.110.128,2002,White,Male,19.0,1,robot,Repeat,1.0
R_308mlLW4MwAGyFY,Q14_1_5,Permissible,Q14,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Permissible,True,1.0,74.83.110.128,2002,White,Male,19.0,1,nurse,Refuse Dinner,1.0
R_308mlLW4MwAGyFY,Q14_2_5,Unsure,Q14,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Unsure,True,1.0,74.83.110.128,2002,White,Male,19.0,0,robot,Refuse Dinner,0.0
R_308mlLW4MwAGyFY,Q14_1_6,Permissible,Q14,1,6,nurse,to not let Robert watch TV,No TV,Permissible,True,1.0,74.83.110.128,2002,White,Male,19.0,1,nurse,No TV,1.0
R_308mlLW4MwAGyFY,Q14_2_6,Permissible,Q14,2,6,robot,to not let Robert watch TV,No TV,Permissible,True,1.0,74.83.110.128,2002,White,Male,19.0,1,robot,No TV,1.0
R_xl8zPkm1i23EJRT,Q14_1_1,Not Permissible,Q14,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,129.137.96.1,2002,White,Female,19.0,-1,nurse,Accept,0.0
R_xl8zPkm1i23EJRT,Q14_2_1,Permissible,Q14,2,1,robot,accept Roberts's decision to not take the medication,Accept,Permissible,True,1.0,129.137.96.1,2002,White,Female,19.0,1,robot,Accept,1.0
R_xl8zPkm1i23EJRT,Q14_1_2,Unsure,Q14,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.1,2002,White,Female,19.0,0,nurse,Notify Trusted,0.0
R_xl8zPkm1i23EJRT,Q14_2_2,Permissible,Q14,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.1,2002,White,Female,19.0,1,robot,Notify Trusted,1.0
R_xl8zPkm1i23EJRT,Q14_1_3,Permissible,Q14,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,129.137.96.1,2002,White,Female,19.0,1,nurse,Notify Doctor,1.0
R_xl8zPkm1i23EJRT,Q14_2_3,Permissible,Q14,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,129.137.96.1,2002,White,Female,19.0,1,robot,Notify Doctor,1.0
R_xl8zPkm1i23EJRT,Q14_1_4,Permissible,Q14,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.1,2002,White,Female,19.0,1,nurse,Repeat,1.0
R_xl8zPkm1i23EJRT,Q14_2_4,Permissible,Q14,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.1,2002,White,Female,19.0,1,robot,Repeat,1.0
R_xl8zPkm1i23EJRT,Q14_1_5,Unsure,Q14,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Unsure,True,1.0,129.137.96.1,2002,White,Female,19.0,0,nurse,Refuse Dinner,0.0
R_xl8zPkm1i23EJRT,Q14_2_5,Not Permissible,Q14,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,1.0,129.137.96.1,2002,White,Female,19.0,-1,robot,Refuse Dinner,0.0
R_xl8zPkm1i23EJRT,Q14_1_6,Permissible,Q14,1,6,nurse,to not let Robert watch TV,No TV,Permissible,True,1.0,129.137.96.1,2002,White,Female,19.0,1,nurse,No TV,1.0
R_xl8zPkm1i23EJRT,Q14_2_6,Permissible,Q14,2,6,robot,to not let Robert watch TV,No TV,Permissible,True,1.0,129.137.96.1,2002,White,Female,19.0,1,robot,No TV,1.0
R_1r7hlinAn0zCcqZ,Q14_1_1,Not Permissible,Q14,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,1.0,72.49.231.220,2002,White,Male,19.0,-1,nurse,Accept,0.0
R_1r7hlinAn0zCcqZ,Q14_2_1,Not Permissible,Q14,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,1.0,72.49.231.220,2002,White,Male,19.0,-1,robot,Accept,0.0
R_1r7hlinAn0zCcqZ,Q14_1_2,Permissible,Q14,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,72.49.231.220,2002,White,Male,19.0,1,nurse,Notify Trusted,1.0
R_1r7hlinAn0zCcqZ,Q14_2_2,Not Permissible,Q14,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Not Permissible,True,1.0,72.49.231.220,2002,White,Male,19.0,-1,robot,Notify Trusted,0.0
R_1r7hlinAn0zCcqZ,Q14_1_3,Permissible,Q14,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,72.49.231.220,2002,White,Male,19.0,1,nurse,Notify Doctor,1.0
