ResponseId,Gender,BirthYear,Occupation,IPAddress
R_3lKpF741q1W6mj9,0,1985,2,67.198.44.90
R_3lKpF741q1W6mj9,0,1985,2,67.198.44.90
R_2gxMyBAjonu5o6R,1,1991,3,75.161.1.135
R_2gxMyBAjonu5o6R,1,1991,3,75.161.1.135
R_1C8AbBRrlA0kON5,1,1984,2,24.95.184.162
R_1C8AbBRrlA0kON5,1,1984,2,24.95.184.162
R_2X5uVc5LBtWa1Zy,0,1983,3,108.171.111.21
R_2X5uVc5LBtWa1Zy,0,1983,3,108.171.111.21
R_51JvhfduYNbPKrD,1,1987,2,90.198.227.155
R_51JvhfduYNbPKrD,1,1987,2,90.198.227.155
R_3KDU2JHIXo36v1A,1,1984,2,198.213.89.243
R_3KDU2JHIXo36v1A,1,1984,2,198.213.89.243
R_3QGB6qv1zHFDh2h,1,1971,2,24.1.167.148
R_3QGB6qv1zHFDh2h,1,1971,2,24.1.167.148
R_1Qct4S45WMxIX6a,1,1990,2,24.46.16.221
R_1Qct4S45WMxIX6a,1,1990,2,24.46.16.221
R_2v9aNNIpPcgJ53t,1,1984,2,152.26.179.25
R_2v9aNNIpPcgJ53t,1,1984,2,152.26.179.25
R_25LUAxptq5jYVBR,0,1993,2,73.112.56.138
R_25LUAxptq5jYVBR,0,1993,2,73.112.56.138
R_3qBunafUBbXrfqs,1,1979,3,184.183.173.159
R_3qBunafUBbXrfqs,1,1979,3,184.183.173.159
R_XzlcJ2nha8OniQp,1,1993,2,12.96.20.18
R_XzlcJ2nha8OniQp,1,1993,2,12.96.20.18
R_3HBxbJI8zBOZ2QX,1,1968,3,67.183.9.80
R_3HBxbJI8zBOZ2QX,1,1968,3,67.183.9.80
R_3OqVkYqDU1SVxcx,0,1951,4,174.102.237.129
R_3OqVkYqDU1SVxcx,0,1951,4,174.102.237.129
R_2qrZdtwgc5FF8E5,1,1984,2,50.73.35.99
R_2qrZdtwgc5FF8E5,1,1984,2,50.73.35.99
R_2QMw3PTSAJwZY2l,0,1980,5,98.113.33.113
R_2QMw3PTSAJwZY2l,0,1980,5,98.113.33.113
R_AcYYJnko3it0UKd,0,1988,2,100.11.22.152
R_AcYYJnko3it0UKd,0,1988,2,100.11.22.152
R_W0SnRPqrss39JnP,1,1949,4,137.118.148.146
R_W0SnRPqrss39JnP,1,1949,4,137.118.148.146
R_1dhTpwUGbibK5nM,0,1983,5,24.225.104.22
R_1dhTpwUGbibK5nM,0,1983,5,24.225.104.22
R_27rEn6s6uAlPguM,0,1961,2,73.61.142.248
R_27rEn6s6uAlPguM,0,1961,2,73.61.142.248
R_3oWRyVzHDZDGtA5,0,1983,2,71.211.146.19
R_3oWRyVzHDZDGtA5,0,1983,2,71.211.146.19
R_33BdMbWJmtmz0Dx,0,1997,2,73.150.243.66
R_33BdMbWJmtmz0Dx,0,1997,2,73.150.243.66
R_21mLssIHdb3qc7B,0,1987,2,38.27.128.149
R_21mLssIHdb3qc7B,0,1987,2,38.27.128.149
R_29aYrBSxdE5eABd,0,1987,2,72.35.49.106
R_29aYrBSxdE5eABd,0,1987,2,72.35.49.106
R_2BlgN7Fle3TXmCk,1,1983,3,76.108.240.6
R_2BlgN7Fle3TXmCk,1,1983,3,76.108.240.6
R_25tkkiBI8DJzvFq,0,1976,2,67.60.100.149
R_25tkkiBI8DJzvFq,0,1976,2,67.60.100.149
R_3KxaxJ9c43LDrC9,1,1972,2,64.86.52.6
R_3KxaxJ9c43LDrC9,1,1972,2,64.86.52.6
R_2ONEzkQuR2TS1Sx,1,1949,4,68.59.37.15
R_2ONEzkQuR2TS1Sx,1,1949,4,68.59.37.15
R_31YFMe91RvyaAbE,0,1993,2,208.84.138.84
R_31YFMe91RvyaAbE,0,1993,2,208.84.138.84
R_339XRnv1uBgAbaF,1,1997,3,73.48.230.133
R_339XRnv1uBgAbaF,1,1997,3,73.48.230.133
R_2pXeIudEOrKJGs1,0,1988,2,73.216.77.146
R_2pXeIudEOrKJGs1,0,1988,2,73.216.77.146
R_31bawDJb8NJICtv,1,1984,2,12.110.248.226
R_31bawDJb8NJICtv,1,1984,2,12.110.248.226
R_2cu6nDuLInRGxU3,0,1984,2,199.195.208.43
R_2cu6nDuLInRGxU3,0,1984,2,199.195.208.43
R_21ik5WKKlm1SPKg,0,1989,2,104.218.55.101
R_21ik5WKKlm1SPKg,0,1989,2,104.218.55.101
R_3KIOwWMRJVJj8Ra,1,1983,2,184.101.116.89
R_3KIOwWMRJVJj8Ra,1,1983,2,184.101.116.89
R_1EjvfYdch9Sk30d,1,1972,2,99.203.21.21
R_1EjvfYdch9Sk30d,1,1972,2,99.203.21.21
R_UQMpPgdeGTbxuM1,0,1987,3,47.198.225.75
R_UQMpPgdeGTbxuM1,0,1987,3,47.198.225.75
R_211vLcHONSTB0Jp,0,1982,2,174.217.42.220
R_211vLcHONSTB0Jp,0,1982,2,174.217.42.220
R_2X5MLXTnPePVmJl,1,1985,2,68.185.54.6
R_2X5MLXTnPePVmJl,1,1985,2,68.185.54.6
R_BxJ9LfoA2Yn0Qtr,0,1977,2,76.97.137.20
R_BxJ9LfoA2Yn0Qtr,0,1977,2,76.97.137.20
R_2s0UER0g6DJaOoM,0,1965,6,73.115.64.75
R_2s0UER0g6DJaOoM,0,1965,6,73.115.64.75
R_em40yTDoAv36YSZ,1,1977,3,67.191.37.134
R_em40yTDoAv36YSZ,1,1977,3,67.191.37.134
R_1dxYKYVH13bVqiu,0,1981,2,174.218.142.139
R_1dxYKYVH13bVqiu,0,1981,2,174.218.142.139
R_3lt85ITEX1EW7hJ,1,1987,2,174.203.34.229
R_3lt85ITEX1EW7hJ,1,1987,2,174.203.34.229
R_2w5MkMTDRkpTXmB,0,1984,2,43.245.203.76
R_2w5MkMTDRkpTXmB,0,1984,2,43.245.203.76
R_2qqid9H4OuupMrx,0,1992,2,207.203.39.120
R_2qqid9H4OuupMrx,0,1992,2,207.203.39.120
R_2DNRGFCddw4Irrg,0,1961,5,173.48.171.202
R_2DNRGFCddw4Irrg,0,1961,5,173.48.171.202
R_33qyxy0LOZNTb2l,0,1982,2,67.44.177.224
R_33qyxy0LOZNTb2l,0,1982,2,67.44.177.224
R_3KUYLZgFNmSGQoE,0,1961,4,71.195.15.101
R_3KUYLZgFNmSGQoE,0,1961,4,71.195.15.101
R_2ypf7Q5c5YnMm8q,0,1982,6,96.35.4.214
R_2ypf7Q5c5YnMm8q,0,1982,6,96.35.4.214
R_2SoDL1Tmw6bgsQ5,1,1981,2,50.46.133.160
R_2SoDL1Tmw6bgsQ5,1,1981,2,50.46.133.160
R_ZHNViZwGVWY527f,0,1979,2,99.62.88.55
R_ZHNViZwGVWY527f,0,1979,2,99.62.88.55
R_2ur0R6A8wyP7a7k,0,1985,2,156.40.216.2
R_2ur0R6A8wyP7a7k,0,1985,2,156.40.216.2
R_A7FA719b8kPvGuZ,0,1982,3,98.166.45.49
R_A7FA719b8kPvGuZ,0,1982,3,98.166.45.49
R_1LM8xRkYWFIOYb0,0,1989,2,186.178.72.52
R_1LM8xRkYWFIOYb0,0,1989,2,186.178.72.52
R_1dzUHXkdWVyKPD2,1,1982,2,71.229.5.229
R_1dzUHXkdWVyKPD2,1,1982,2,71.229.5.229
R_31bFE0z0yy3nkqF,1,1988,2,50.236.85.219
R_31bFE0z0yy3nkqF,1,1988,2,50.236.85.219
R_3CTvP0xWsnPXgYk,0,1976,2,108.232.39.22
R_3CTvP0xWsnPXgYk,0,1976,2,108.232.39.22
R_3HB1S6VzTs9flzp,0,1964,2,71.233.40.13
R_3HB1S6VzTs9flzp,0,1964,2,71.233.40.13
R_2CIWDGoCc39s4N5,1,1985,3,73.55.204.192
R_2CIWDGoCc39s4N5,1,1985,3,73.55.204.192
R_3R42kE2171KLOui,0,1972,2,74.51.168.19
R_3R42kE2171KLOui,0,1972,2,74.51.168.19
R_2CIk9txM1SjHquu,1,1981,2,213.205.242.14
R_2CIk9txM1SjHquu,1,1981,2,213.205.242.14
R_yyFe9DPqoFuEBSV,0,1992,2,70.62.39.82
R_yyFe9DPqoFuEBSV,0,1992,2,70.62.39.82
R_3MJt9edOtz3n76O,1,1991,3,142.197.59.109
R_3MJt9edOtz3n76O,1,1991,3,142.197.59.109
R_2tupyzsmqeVUsi5,1,1989,2,98.117.94.224
R_2tupyzsmqeVUsi5,1,1989,2,98.117.94.224
R_82pzp5weSF9kek1,1,1959,2,174.27.87.2
R_82pzp5weSF9kek1,1,1959,2,174.27.87.2
R_3KpL5MkTu3grdqp,1,1984,2,188.163.103.16
R_3KpL5MkTu3grdqp,1,1984,2,188.163.103.16
R_79RSYnSuletx2gN,1,1991,3,72.47.27.53
R_79RSYnSuletx2gN,1,1991,3,72.47.27.53
R_1dLiWTDtfECJmBE,0,1983,2,72.90.66.13
R_1dLiWTDtfECJmBE,0,1983,2,72.90.66.13
R_10q5BhKtVWe2ot9,0,1959,5,72.89.133.232
R_10q5BhKtVWe2ot9,0,1959,5,72.89.133.232
R_2qkKjd4ysBhyjc2,0,1984,2,173.26.103.49
R_2qkKjd4ysBhyjc2,0,1984,2,173.26.103.49
R_0UPHd8jWGbaVZTz,0,1993,3,76.109.17.176
R_0UPHd8jWGbaVZTz,0,1993,3,76.109.17.176
R_3QWPL31to8D1ABv,0,1960,2,96.32.160.62
R_3QWPL31to8D1ABv,0,1960,2,96.32.160.62
R_3PsEitwEFPTX6uB,1,1992,2,38.100.151.206
R_3PsEitwEFPTX6uB,1,1992,2,38.100.151.206
R_1IbHiJXsU8YG219,0,1981,3,216.14.243.181
R_1IbHiJXsU8YG219,0,1981,3,216.14.243.181
R_1rkxWzMwB1iUtIi,1,1995,1,76.110.4.223
R_1rkxWzMwB1iUtIi,1,1995,1,76.110.4.223
R_1eRbOcL5kbD9A0x,1,1979,2,67.253.98.90
R_1eRbOcL5kbD9A0x,1,1979,2,67.253.98.90
R_2P4MfmLKjjhyjAW,0,1990,2,50.43.58.154
R_2P4MfmLKjjhyjAW,0,1990,2,50.43.58.154
R_2uP1whDsmrnfUwM,0,1979,2,24.160.70.38
R_2uP1whDsmrnfUwM,0,1979,2,24.160.70.38
R_2woS5TJe9rjxbQs,0,1969,3,72.23.176.115
R_2woS5TJe9rjxbQs,0,1969,3,72.23.176.115
R_NVLeJImaMHDRQWt,1,1949,4,97.120.147.29
R_NVLeJImaMHDRQWt,1,1949,4,97.120.147.29
R_1Nspy4aNLlHz824,1,1975,2,75.168.0.73
R_1Nspy4aNLlHz824,1,1975,2,75.168.0.73
R_0HEO3NzqAlGpXlD,1,1990,2,47.148.167.203
R_0HEO3NzqAlGpXlD,1,1990,2,47.148.167.203
R_2wvLIsVh79QtZ1S,1,1980,2,73.228.176.127
R_2wvLIsVh79QtZ1S,1,1980,2,73.228.176.127
R_TnCXZUrHWNwPcsx,1,1949,4,24.47.213.31
R_TnCXZUrHWNwPcsx,1,1949,4,24.47.213.31
R_r3Is1M6WvRClTnr,1,1987,2,71.60.31.147
R_r3Is1M6WvRClTnr,1,1987,2,71.60.31.147
R_27xJrIcwwJPKke4,1,1995,2,66.172.247.190
R_27xJrIcwwJPKke4,1,1995,2,66.172.247.190
R_yDNSl9YbTs2Dty9,1,1992,2,73.51.191.49
R_yDNSl9YbTs2Dty9,1,1992,2,73.51.191.49
R_2QlaScRVb09QRd9,1,1975,3,200.139.70.228
R_2QlaScRVb09QRd9,1,1975,3,200.139.70.228
R_2PjunXcUDMq8tiO,1,1979,2,65.25.44.236
R_2PjunXcUDMq8tiO,1,1979,2,65.25.44.236
R_5nkxyzNA8YLvH9f,1,1992,3,71.197.157.206
R_5nkxyzNA8YLvH9f,1,1992,3,71.197.157.206
R_3rU83TBWBO5GY2W,1,1985,3,66.188.55.188
R_3rU83TBWBO5GY2W,1,1985,3,66.188.55.188
R_2di3EDVM4FKbu8g,0,1987,2,73.120.107.149
R_2di3EDVM4FKbu8g,0,1987,2,73.120.107.149
R_1KkiSV62ALgkR6w,0,1948,3,73.165.184.111
R_1KkiSV62ALgkR6w,0,1948,3,73.165.184.111
R_BFbxuN5M1UUKknL,0,1987,2,205.156.136.229
R_BFbxuN5M1UUKknL,0,1987,2,205.156.136.229
R_2Eb0eY4x6jlvBwV,0,1978,2,104.153.159.50
R_2Eb0eY4x6jlvBwV,0,1978,2,104.153.159.50
R_OPfZdZPeJiYXdSN,0,1977,2,198.140.4.205
R_OPfZdZPeJiYXdSN,0,1977,2,198.140.4.205
R_1Fs4V3fyq676KHO,1,1978,3,70.60.202.70
R_1Fs4V3fyq676KHO,1,1978,3,70.60.202.70
R_r3IOz52bZieg0XT,0,1968,2,71.197.160.59
R_r3IOz52bZieg0XT,0,1968,2,71.197.160.59
R_2BlkUqnNNWs4RUX,0,1992,2,24.211.96.104
R_2BlkUqnNNWs4RUX,0,1992,2,24.211.96.104
R_28HEHNMsk49J2IJ,1,1985,2,172.245.214.104
R_28HEHNMsk49J2IJ,1,1985,2,172.245.214.104
R_2VqCt3W5cixUmbk,1,1965,2,68.197.247.13
R_2VqCt3W5cixUmbk,1,1965,2,68.197.247.13
R_30hRz7OUhNRY9bn,0,1987,1,99.174.218.180
R_30hRz7OUhNRY9bn,0,1987,1,99.174.218.180
R_2BmJz6LMnWlLKfu,1,1950,2,174.18.113.224
R_2BmJz6LMnWlLKfu,1,1950,2,174.18.113.224
R_3s4DQYwpdXCa2Ln,1,1980,3,97.80.144.250
R_3s4DQYwpdXCa2Ln,1,1980,3,97.80.144.250
R_2RXoGHZdfvBWoCW,1,1979,2,204.102.229.130
R_2RXoGHZdfvBWoCW,1,1979,2,204.102.229.130
R_3QLscnai58ryyck,1,1989,2,183.83.228.222
R_3QLscnai58ryyck,1,1989,2,183.83.228.222
R_3PS5OPjusIz7Ett,0,1973,2,173.242.166.70
R_3PS5OPjusIz7Ett,0,1973,2,173.242.166.70
R_2OOo9V1QQN4LlND,1,1983,2,99.203.16.100
R_2OOo9V1QQN4LlND,1,1983,2,99.203.16.100
R_3J1TU9oQ3gbJ6Ex,0,1961,6,73.26.55.87
R_3J1TU9oQ3gbJ6Ex,0,1961,6,73.26.55.87
R_2YJ6FOigPqzDw94,0,1989,6,172.77.172.174
R_2YJ6FOigPqzDw94,0,1989,6,172.77.172.174
R_3meqRfAR213oeXm,0,1977,5,97.104.210.56
R_3meqRfAR213oeXm,0,1977,5,97.104.210.56
R_3GprTSQs8R3jH7v,1,1982,2,108.171.135.166
R_3GprTSQs8R3jH7v,1,1982,2,108.171.135.166
R_1EYDsmw2278jKfn,1,1980,2,201.67.162.14
R_1EYDsmw2278jKfn,1,1980,2,201.67.162.14
R_1M5SxU01FfKWpiM,1,1992,2,99.28.8.89
R_1M5SxU01FfKWpiM,1,1992,2,99.28.8.89
R_2QQBPS5OiJl2NlE,0,1972,2,67.98.222.16
R_2QQBPS5OiJl2NlE,0,1972,2,67.98.222.16
R_3R7x2HymeIchD7N,0,1983,2,68.54.140.19
R_3R7x2HymeIchD7N,0,1983,2,68.54.140.19
R_1dN24kVEOuHntCS,0,1981,2,174.55.134.23
R_1dN24kVEOuHntCS,0,1981,2,174.55.134.23
R_vITlrDUWYh0VAIh,1,1992,2,71.84.95.84
R_vITlrDUWYh0VAIh,1,1992,2,71.84.95.84
R_yIqOifnxRY76aMp,0,1995,2,24.140.108.98
R_yIqOifnxRY76aMp,0,1995,2,24.140.108.98
R_ehrRMhmodKmKVJD,0,1995,2,128.175.107.219
R_ehrRMhmodKmKVJD,0,1995,2,128.175.107.219
R_1Gw8lnhFhW5r2Hz,0,1970,2,206.16.224.135
R_1Gw8lnhFhW5r2Hz,0,1970,2,206.16.224.135
R_3Ea0LQ4aC1GhtU1,1,1995,2,146.115.208.212
R_3Ea0LQ4aC1GhtU1,1,1995,2,146.115.208.212
R_9ZbzsGoWxO0UVKp,1,1976,2,162.220.41.206
R_9ZbzsGoWxO0UVKp,1,1976,2,162.220.41.206
R_300gOn9uhlXgK8u,1,1981,2,128.23.28.83
R_300gOn9uhlXgK8u,1,1981,2,128.23.28.83
R_AKIoP5lsKbj6F2x,0,1976,2,207.179.230.161
R_AKIoP5lsKbj6F2x,0,1976,2,207.179.230.161
R_1hRJT7u4fTGDgmB,1,1995,5,24.19.11.63
R_1hRJT7u4fTGDgmB,1,1995,5,24.19.11.63
R_11chLEHheIOHnWf,1,1984,2,192.132.44.54
R_11chLEHheIOHnWf,1,1984,2,192.132.44.54
R_10Na5goHPJgh3fP,1,1985,2,104.137.42.140
R_10Na5goHPJgh3fP,1,1985,2,104.137.42.140
R_1hMFmMKCduSBIbg,0,1991,3,73.96.107.16
R_1hMFmMKCduSBIbg,0,1991,3,73.96.107.16
R_5nCcJk6zMzPPrpL,0,1974,2,108.2.215.50
R_5nCcJk6zMzPPrpL,0,1974,2,108.2.215.50
R_1qXuxnOPnsK3IPB,0,1976,2,68.168.89.190
R_1qXuxnOPnsK3IPB,0,1976,2,68.168.89.190
R_2XdOzNl92TBIUAn,1,1960,6,174.96.102.130
R_2XdOzNl92TBIUAn,1,1960,6,174.96.102.130
R_1LhXAkAp4KomRPX,0,1978,2,161.165.196.112
R_1LhXAkAp4KomRPX,0,1978,2,161.165.196.112
R_1mUclnUnfIfkhAD,1,1990,1,68.107.111.227
R_1mUclnUnfIfkhAD,1,1990,1,68.107.111.227
R_3noNQnTX5tYa8At,0,1983,2,47.221.152.95
R_3noNQnTX5tYa8At,0,1983,2,47.221.152.95
R_273GdNseqKcjUpP,1,1959,2,108.202.89.175
R_273GdNseqKcjUpP,1,1959,2,108.202.89.175
R_AvqlvhZo0DzW3jX,1,1969,2,146.189.165.252
R_AvqlvhZo0DzW3jX,1,1969,2,146.189.165.252
R_1QrvM4GIbeN3RMx,0,1977,5,96.233.108.223
R_1QrvM4GIbeN3RMx,0,1977,5,96.233.108.223
R_1gwJGJDVvXhETOU,0,1991,3,148.74.35.152
R_1gwJGJDVvXhETOU,0,1991,3,148.74.35.152
R_28UoKCtB1kKiHPF,1,1979,2,192.182.184.10
R_28UoKCtB1kKiHPF,1,1979,2,192.182.184.10
R_DpjX71n3QmP4KZj,0,1966,3,75.172.188.19
R_DpjX71n3QmP4KZj,0,1966,3,75.172.188.19
R_x5VOXxUlSbotYpH,1,1968,2,73.77.190.239
R_x5VOXxUlSbotYpH,1,1968,2,73.77.190.239
R_3NysNZZ4uqDwk8y,0,1989,3,74.137.60.167
R_3NysNZZ4uqDwk8y,0,1989,3,74.137.60.167
R_3PbKbsQl1IxhxJh,1,1967,3,50.111.50.230
R_3PbKbsQl1IxhxJh,1,1967,3,50.111.50.230
R_2ZTGlspu5YOIoSK,0,1949,4,184.59.83.144
R_2ZTGlspu5YOIoSK,0,1949,4,184.59.83.144
R_3EyWsATpIMKo14Y,0,1959,4,66.196.26.83
R_3EyWsATpIMKo14Y,0,1959,4,66.196.26.83
R_2trloWonwfuGnwg,0,1984,2,75.105.78.94
R_2trloWonwfuGnwg,0,1984,2,75.105.78.94
R_1YXbs0M8qMrBb4R,1,1984,3,74.110.207.57
R_1YXbs0M8qMrBb4R,1,1984,3,74.110.207.57
R_2s1J2FYzmykIebs,1,1991,2,73.182.224.118
R_2s1J2FYzmykIebs,1,1991,2,73.182.224.118
R_24vfy0CkLsuCVgI,1,1984,2,23.106.26.74
R_24vfy0CkLsuCVgI,1,1984,2,23.106.26.74
R_12aIm2wkrrhTkc1,0,1998,2,184.164.147.5
R_12aIm2wkrrhTkc1,0,1998,2,184.164.147.5
R_25NrHNlZpyVbGGX,1,1981,2,73.71.209.93
R_25NrHNlZpyVbGGX,1,1981,2,73.71.209.93
R_O6H21IEWnXsHsK5,0,1987,2,75.187.69.219
R_O6H21IEWnXsHsK5,0,1987,2,75.187.69.219
R_3MxI9LRbQ4MrIBi,1,1976,2,72.84.107.65
R_3MxI9LRbQ4MrIBi,1,1976,2,72.84.107.65
R_2coxzH6GpaKTd0p,0,1978,2,162.192.89.154
R_2coxzH6GpaKTd0p,0,1978,2,162.192.89.154
R_2WCLDBHTvU3R7Ju,0,1964,3,173.62.213.175
R_2WCLDBHTvU3R7Ju,0,1964,3,173.62.213.175
R_3iVAK6qPkLI5tXI,0,1989,3,98.24.118.246
R_3iVAK6qPkLI5tXI,0,1989,3,98.24.118.246
R_12GajDdAe7cH2iO,0,1984,5,38.132.115.209
R_12GajDdAe7cH2iO,0,1984,5,38.132.115.209
R_6MxkVvY9teB9bSp,1,1984,2,75.147.113.177
R_6MxkVvY9teB9bSp,1,1984,2,75.147.113.177
R_2SrE53i1ThhOuo9,1,1978,2,154.76.135.89
R_2SrE53i1ThhOuo9,1,1978,2,154.76.135.89
R_OdpKd9HLruR1Rw5,0,1987,3,75.86.25.24
R_OdpKd9HLruR1Rw5,0,1987,3,75.86.25.24
R_1QJETLfIqBzk2gk,0,1993,1,97.70.198.126
R_1QJETLfIqBzk2gk,0,1993,1,97.70.198.126
R_3gOa0wK9duIhiXm,1,1957,2,99.50.120.190
R_3gOa0wK9duIhiXm,1,1957,2,99.50.120.190
R_9oACDDyWGwPmIvL,0,1982,2,152.26.210.33
R_9oACDDyWGwPmIvL,0,1982,2,152.26.210.33
R_XyXSMAOFnChzhf3,1,1993,2,136.2.33.166
R_XyXSMAOFnChzhf3,1,1993,2,136.2.33.166
R_3GqDmPb4HqNd97R,0,1987,2,204.58.233.6
R_3GqDmPb4HqNd97R,0,1987,2,204.58.233.6
R_2ZUgIdjF9lyPolB,0,1990,2,208.100.170.91
R_2ZUgIdjF9lyPolB,0,1990,2,208.100.170.91
R_svdLL55eUWEl3UJ,1,1981,3,76.185.183.214
R_svdLL55eUWEl3UJ,1,1981,3,76.185.183.214
R_2AHK2tkwR4c5T7Q,0,1960,3,173.75.52.27
R_2AHK2tkwR4c5T7Q,0,1960,3,173.75.52.27
R_3svHbZBWOQ4EWd4,0,1985,3,198.255.236.232
R_3svHbZBWOQ4EWd4,0,1985,3,198.255.236.232
R_9morBAPCppMzbtD,1,1965,3,73.75.151.81
R_9morBAPCppMzbtD,1,1965,3,73.75.151.81
R_0BeVZQhZ8Udj4eR,1,1973,2,107.77.196.78
R_0BeVZQhZ8Udj4eR,1,1973,2,107.77.196.78
R_dc0YD5fVQ9xO121,0,1979,3,47.42.93.124
R_dc0YD5fVQ9xO121,0,1979,3,47.42.93.124
R_2BmqpkVmZCaVvJC,1,1985,2,108.171.130.160
R_2BmqpkVmZCaVvJC,1,1985,2,108.171.130.160
R_1dcC0phimlvACIh,1,1970,2,162.198.44.182
R_1dcC0phimlvACIh,1,1970,2,162.198.44.182
R_32YjyZhMRWBkj7G,0,1967,2,68.227.12.219
R_32YjyZhMRWBkj7G,0,1967,2,68.227.12.219
R_2c88W71SPUoPSLf,0,1989,2,24.102.157.57
R_2c88W71SPUoPSLf,0,1989,2,24.102.157.57
R_3QK2xoTpIZuitU7,0,1981,3,68.170.242.87
R_3QK2xoTpIZuitU7,0,1981,3,68.170.242.87
R_3fBqYycS75uxeiy,0,1982,6,67.143.176.51
R_3fBqYycS75uxeiy,0,1982,6,67.143.176.51
R_7POQCbzC6Ovjtuh,0,1980,2,75.177.98.242
R_7POQCbzC6Ovjtuh,0,1980,2,75.177.98.242
R_2wnpOMEyGsLeKsG,0,1983,2,96.253.5.172
R_2wnpOMEyGsLeKsG,0,1983,2,96.253.5.172
R_1diUlDTfMT7CrF9,0,1989,3,68.10.185.74
R_1diUlDTfMT7CrF9,0,1989,3,68.10.185.74
R_12mt8PSWCaDew6w,0,1989,2,24.180.158.173
R_12mt8PSWCaDew6w,0,1989,2,24.180.158.173
R_1P8eU037ofvlBE7,0,1988,2,45.52.119.107
R_1P8eU037ofvlBE7,0,1988,2,45.52.119.107
R_1E6bsHjJ4zhnOuq,0,1961,6,73.26.55.87
R_1E6bsHjJ4zhnOuq,0,1961,6,73.26.55.87
R_RwOs836aAf8BWZX,1,1989,2,24.46.117.154
R_RwOs836aAf8BWZX,1,1989,2,24.46.117.154
R_2z5PnNv01kvZ1Kp,1,1966,2,24.61.204.167
R_2z5PnNv01kvZ1Kp,1,1966,2,24.61.204.167
R_10SNy3N6PSvwdWr,1,1989,5,74.66.213.88
R_10SNy3N6PSvwdWr,1,1989,5,74.66.213.88
R_2dtoAkXifPOZjbo,0,1985,2,104.1.203.52
R_2dtoAkXifPOZjbo,0,1985,2,104.1.203.52
R_DDcoreDCXYpAlup,1,1989,2,157.48.114.62
R_DDcoreDCXYpAlup,1,1989,2,157.48.114.62
R_1igifmIoJRuPLmq,0,1981,2,23.126.202.49
R_1igifmIoJRuPLmq,0,1981,2,23.126.202.49
R_UDyiCG8CVWzDdC1,1,1981,2,64.71.174.45
R_UDyiCG8CVWzDdC1,1,1981,2,64.71.174.45
R_yWnN1IkN4KDK56p,0,1994,2,162.237.255.93
R_yWnN1IkN4KDK56p,0,1994,2,162.237.255.93
R_1IgWaO5gDVnywZL,1,1983,2,73.181.254.41
R_1IgWaO5gDVnywZL,1,1983,2,73.181.254.41
R_xt5BuxEpUpH9CFj,0,1978,3,74.98.211.120
R_xt5BuxEpUpH9CFj,0,1978,3,74.98.211.120
R_2f3CMfwbK9EIM0g,0,1987,3,71.201.227.109
R_2f3CMfwbK9EIM0g,0,1987,3,71.201.227.109
R_1JIuayXdgcCyf1u,1,1985,3,74.137.135.146
R_1JIuayXdgcCyf1u,1,1985,3,74.137.135.146
R_1mPHYg4mnb7F86n,0,1994,3,73.82.161.109
R_1mPHYg4mnb7F86n,0,1994,3,73.82.161.109
R_tYYEn7uGPJ31SGl,0,1954,2,148.64.39.165
R_tYYEn7uGPJ31SGl,0,1954,2,148.64.39.165
R_1EaH3SFJJ30BnRb,1,1981,3,63.151.141.158
R_1EaH3SFJJ30BnRb,1,1981,3,63.151.141.158
R_2VluJq2qfmNk4bW,0,1990,2,174.218.0.187
R_2VluJq2qfmNk4bW,0,1990,2,174.218.0.187
R_2zr0nMjPLIfgYrt,0,1973,2,72.33.2.87
R_2zr0nMjPLIfgYrt,0,1973,2,72.33.2.87
R_3flfpuPb93fzT5X,0,1965,2,190.104.221.139
R_3flfpuPb93fzT5X,0,1965,2,190.104.221.139
R_11cGz3Y3mAVjgSk,0,1969,3,64.250.12.111
R_11cGz3Y3mAVjgSk,0,1969,3,64.250.12.111
R_1goKPUZ6xIXff2M,0,1980,2,67.254.210.204
R_1goKPUZ6xIXff2M,0,1980,2,67.254.210.204
R_8IVwhNyNO1PrFex,1,1975,2,185.125.225.12
R_8IVwhNyNO1PrFex,1,1975,2,185.125.225.12
R_O6x5bkYEygKpkXL,0,1988,1,134.53.89.225
R_O6x5bkYEygKpkXL,0,1988,1,134.53.89.225
R_O9EgTqYRHysaOOd,1,1958,2,74.105.105.248
R_O9EgTqYRHysaOOd,1,1958,2,74.105.105.248
R_wSuapJ9j8ATZIpr,0,1987,3,67.242.210.15
R_wSuapJ9j8ATZIpr,0,1987,3,67.242.210.15
R_bOzpIKrA1pZzLs5,1,1985,2,63.207.239.185
R_bOzpIKrA1pZzLs5,1,1985,2,63.207.239.185
R_XNQNSZvZtdOvGPn,1,1982,2,73.168.184.71
R_XNQNSZvZtdOvGPn,1,1982,2,73.168.184.71
R_2TpiUmeRKEznXEm,0,1970,2,72.152.227.28
R_2TpiUmeRKEznXEm,0,1970,2,72.152.227.28
R_33DuRLYub5HKy9t,1,1977,2,66.142.195.201
R_33DuRLYub5HKy9t,1,1977,2,66.142.195.201
R_3KGEii9tuYcwfDA,1,1977,2,24.96.245.91
R_3KGEii9tuYcwfDA,1,1977,2,24.96.245.91
R_2w5BC275tME5q0m,0,1996,1,72.182.9.37
R_2w5BC275tME5q0m,0,1996,1,72.182.9.37
R_1LBeoHmS46TZRKN,1,1987,2,71.71.88.77
R_1LBeoHmS46TZRKN,1,1987,2,71.71.88.77
