StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Human1a,Human1b,Human2a,Human2b,Human3a,Human3b,Human4a,Human4b,Human5a,Human5b,Human6a,Human6b,Human7a,Human7b,Human8a,Human8b,Human9a,Human9b,Robot1a,Robot1b,Robot2a,Robot2b,Robot3a,Robot3b,Robot4a,Robot4b,Robot5a,Robot5b,Robot6a,Robot6b,Robot7a,Robot7b,Robot8a,Robot8b,Robot9a,Robot9b,Gender,Gender_DO,BirthYear,Country,WorkInHealtCare,WorkingWithRobots,Occupation,Occupation_6_TEXT,Comments,MTurkCode,Q58 - Topics,FL_26_DO,FL_30_DO,FL_31_DO,Human1_DO,Human2_DO,Human3_DO,Human4_DO,Human5_DO,Human6_DO,Human7_DO,Human8_DO,Human9_DO,Robot1_DO,Robot2_DO,Robot3_DO,Robot4_DO,Robot5_DO,Robot6_DO,Robot7_DO,Robot8_DO,Robot9_DO
2016-07-03 22:31:49,2016-07-05 06:22:10,IP Address,92.76.91.99,42,114621,False,2016-07-12 06:22:58,R_vSjlqwfWQzziLT3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot5|Robot3|Robot6|Robot1|Robot9|Robot4|Robot2|Robot8|Robot7,,,,,,,,,,,,,,Robot5b,,,,
2016-07-05 12:06:43,2016-07-05 12:06:43,IP Address,199.16.156.126,2,0,False,2016-07-12 12:06:46,R_8zW3BkhYNK28pb7,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-07-06 01:18:35,2016-07-06 01:18:57,IP Address,190.227.169.92,42,22,False,2016-07-13 01:19:17,R_1l4vdJMUWyTRDXM,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot6|Robot8|Robot4|Robot9|Robot5|Robot2|Robot7|Robot1|Robot3,,,,,,,,,,,,,,,Robot6b,,,
2016-07-13 13:46:26,2016-07-13 13:52:49,IP Address,181.109.41.154,100,383,True,2016-07-13 13:52:49,R_byDori5L4kxam9L,,,,,-34.603302001953,-58.381698608398,anonymous,,,I strongly disagree,,I disagree,,I disagree,,I strongly disagree,I strongly agree,,,I agree,I somewhat disagree,,,I strongly agree,I agree,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1982,"Argentina ",No,No,Employee,,,,,Intro_Human,Human8|Human5|Human3|Human1|Human9|Human6|Human4|Human2|Human7,,Human1b,Human2b,Human3b,Human4b,Human5a,Human6b,Human7a,Human8b,Human9a,,,,,,,,,
2016-07-15 19:41:32,2016-07-15 19:47:06,IP Address,94.135.214.160,100,333,True,2016-07-15 19:47:06,R_28YwACKrXd1KDwT,,,,,53.602096557617,9.9588928222656,anonymous,EN,,I somewhat agree,I agree,,,I disagree,,I disagree,I somewhat agree,,I disagree,,,I agree,I strongly disagree,,,I somewhat disagree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1982,"Germany ",No,No,Employee,,"Wo hatte das denn jetzt was mit Robotern zu tun? Ich möchte gerne mehr Infos. Danke ",,,Intro_Human,Human9|Human8|Human2|Human6|Human3|Human4|Human7|Human5|Human1,,Human1b,Human2a,Human3b,Human4b,Human5a,Human6a,Human7b,Human8a,Human9b,,,,,,,,,
2016-07-16 17:56:04,2016-07-16 18:01:58,IP Address,178.197.236.149,100,354,True,2016-07-16 18:01:59,R_1JOqVhAMQeKd2X3,,,,,47.144897460938,8.1551055908203,anonymous,EN,I neither agree nor disagree,,I strongly agree,,,I somewhat disagree,I agree,,I somewhat disagree,,I strongly agree,,I strongly disagree,,,I strongly agree,,I agree,,,,,,,,,,,,,,,,,,,Male,Female|Male,1981,"Switzerland ",No,No,Employee,,,,,Intro_Human,Human4|Human3|Human2|Human6|Human7|Human5|Human9|Human1|Human8,,Human1a,Human2a,Human3b,Human4a,Human5a,Human6a,Human7a,Human8b,Human9b,,,,,,,,,
2016-07-10 19:43:57,2016-07-10 19:45:29,IP Address,190.227.169.92,54,0,False,2016-07-17 19:45:50,R_2YnSS2em1jgTP20,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,I strongly disagree,,I somewhat agree,,,,,,,,,,,I disagree,,,,,,,,,,,,,,,,IntroRobot,,Robot2|Robot7|Robot1|Robot3|Robot9|Robot4|Robot5|Robot6|Robot8,,,,,,,,,,Robot1a,Robot2a,Robot3a,,,,Robot7b,,
2016-07-12 01:17:08,2016-07-12 01:17:09,IP Address,190.227.169.92,2,1,False,2016-07-19 01:17:12,R_blxA8uRMkjkj8t7,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-07-12 12:17:40,2016-07-12 12:17:41,IP Address,190.227.169.92,2,1,False,2016-07-19 12:17:45,R_50XuPCXkeqonPM1,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-07-19 14:10:38,2016-07-19 14:22:00,IP Address,91.65.157.27,100,682,True,2016-07-19 14:22:01,R_3EzJeLV0bwFTR7B,,,,,52.516693115234,13.399993896484,anonymous,EN,,,,,,,,,,,,,,,,,,,I somewhat agree,,,I somewhat disagree,I agree,,I somewhat agree,,,I somewhat disagree,,I somewhat agree,I disagree,,,I somewhat disagree,I disagree,,Female,Female|Male,1972,"Germany ",No,No,Unemployed,,,,,IntroRobot,,Robot8|Robot6|Robot4|Robot7|Robot9|Robot5|Robot3|Robot1|Robot2,,,,,,,,,,Robot1a,Robot2b,Robot3a,Robot4a,Robot5b,Robot6b,Robot7a,Robot8b,Robot9a
2016-07-12 17:14:43,2016-07-12 17:14:43,IP Address,199.59.148.209,2,0,False,2016-07-19 17:14:48,R_7VWdvRJIUST8SG1,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-07-25 21:36:08,2016-07-25 21:42:31,IP Address,62.159.208.12,100,382,True,2016-07-25 21:42:32,R_210YIigZObsvK6X,,,,,53.550003051758,10,anonymous,EN,,,,,,,,,,,,,,,,,,,I strongly disagree,,,I neither agree nor disagree,,I disagree,,I disagree,,I agree,I strongly disagree,,,I strongly agree,I strongly disagree,,I strongly disagree,,Female,Male|Female,1990,"Germany ",No,No,Student,,,,,IntroRobot,,Robot3|Robot4|Robot1|Robot6|Robot2|Robot5|Robot9|Robot7|Robot8,,,,,,,,,,Robot1a,Robot2b,Robot3b,Robot4b,Robot5b,Robot6a,Robot7b,Robot8a,Robot9a
2016-07-19 17:39:52,2016-07-19 17:41:20,IP Address,84.143.132.137,42,88,False,2016-07-26 17:41:31,R_27mwCfpMMXk2pFp,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot6|Robot4|Robot7|Robot3|Robot8|Robot1|Robot2|Robot5|Robot9,,,,,,,,,,,,,,,Robot6b,,,
2016-07-21 01:59:55,2016-07-21 01:59:56,IP Address,199.16.156.124,2,1,False,2016-07-28 01:59:58,R_equkMC2G3oSn0cB,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-07-22 17:25:55,2016-07-22 17:25:55,IP Address,199.59.148.209,2,0,False,2016-07-29 17:25:57,R_0oiJtKmKMO5jnaR,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-07-11 11:56:20,2016-08-04 16:21:49,IP Address,136.172.120.13,100,2089528,True,2016-08-04 16:21:49,R_2P1ZdCwyktWhu7F,,,,,53.550003051758,10,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat agree,I agree,,I neither agree nor disagree,,I agree,,,I somewhat disagree,I disagree,,,I somewhat agree,I somewhat disagree,,,I strongly agree,Male,Male|Female,1971,"Germany ",No,No,Employee,,"I strongly recommend Very Bad Wizards podcast in general, but several episodes (1,2,44, 91) are very strongly related  to your work. Here are the complete epizodes
http://verybadwizards.com/episode-list/  ",,,IntroRobot,,Robot9|Robot3|Robot6|Robot8|Robot2|Robot4|Robot5|Robot7|Robot1,,,,,,,,,,Robot1b,Robot2a,Robot3a,Robot4a,Robot5b,Robot6a,Robot7b,Robot8a,Robot9b
2016-07-29 00:21:02,2016-07-29 00:21:02,IP Address,199.16.156.124,2,0,False,2016-08-05 00:21:06,R_37WwQ1C9qFfXR2J,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-07-30 10:40:46,2016-07-30 10:41:15,IP Address,79.152.96.80,42,28,False,2016-08-06 10:41:31,R_1kZhvqnHzjayBRe,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot7|Robot4|Robot1|Robot8|Robot2|Robot3|Robot9|Robot5|Robot6,,,,,,,,,,,,,,,,Robot7b,,
2016-08-08 14:52:40,2016-08-08 14:52:40,IP Address,199.16.156.125,2,0,False,2016-08-15 14:52:42,R_3sWp6ea663Tl0zj,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-08-15 17:25:46,2016-08-15 17:25:46,IP Address,199.59.148.210,2,0,False,2016-08-22 17:25:47,R_7OMkbzNo06wb7Tv,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-08-20 05:30:03,2016-08-20 05:30:03,IP Address,54.174.51.78,2,0,False,2016-08-27 05:30:07,R_6Aarr9ytFqa51yZ,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-08-24 17:22:23,2016-08-24 17:22:23,IP Address,199.16.156.124,2,0,False,2016-08-31 17:22:28,R_6xsM2Q3J4QIwbTT,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-09-01 18:59:15,2016-09-01 18:59:15,IP Address,199.16.156.125,2,0,False,2016-09-08 18:59:18,R_6XrMNnZ6WzpTF7D,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-09-01 18:59:45,2016-09-01 18:59:46,IP Address,199.59.148.210,2,1,False,2016-09-08 18:59:50,R_6L4TrD8nPATEfWZ,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-09-11 21:52:20,2016-09-11 21:52:20,IP Address,199.59.148.211,2,0,False,2016-09-18 21:52:32,R_6swMGIaJwPd4TUV,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-09-19 05:48:13,2016-09-19 05:48:21,IP Address,190.242.75.113,4,8,False,2016-09-26 05:48:52,R_A1f59OCeezLJ5Dz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,Human8|Human5|Human9|Human7|Human4|Human3|Human1|Human2|Human6,,,,,,,,,Human8b,,,,,,,,,,
2016-09-22 23:22:08,2016-09-22 23:22:08,IP Address,199.59.148.211,2,0,False,2016-09-29 23:22:12,R_57NAeIdmk7NseNf,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-10-02 09:20:43,2016-10-02 09:20:43,IP Address,199.16.156.126,2,0,False,2016-10-09 09:20:46,R_0JsaRaLdLYiZgOx,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-10-19 00:39:46,2016-10-19 00:39:46,IP Address,199.59.148.211,2,0,False,2016-10-26 00:39:49,R_6zk1P2ySvH6euYR,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-10-30 20:20:55,2016-10-30 20:20:55,IP Address,199.59.148.209,2,0,False,2016-11-06 21:20:58,R_eJSOWfqdtJ0DGgl,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-11-12 00:30:49,2016-11-12 00:30:49,IP Address,199.16.156.125,2,0,False,2016-11-19 00:30:52,R_e4YMZDb6Y2qszLn,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-11-21 19:29:54,2016-11-21 19:29:55,IP Address,199.16.157.183,2,1,False,2016-11-28 19:29:58,R_6l2ykSMvx90dEjj,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2017-01-18 04:34:49,2017-01-18 04:43:50,IP Address,181.49.78.78,100,541,True,2017-01-18 04:43:51,R_d54oQY9B6ECQ2eB,,,,,4.5980987548828,-74.075798034668,anonymous,EN,,I strongly agree,I neither agree nor disagree,,I neither agree nor disagree,,I strongly agree,,,I disagree,,I agree,I strongly agree,,I agree,,,I strongly disagree,,,,,,,,,,,,,,,,,,,Male,Female|Male,1980,"Colombia ",No,No,Student,,,,,Intro_Human,Human4|Human3|Human2|Human7|Human6|Human1|Human9|Human8|Human5,,Human1b,Human2a,Human3a,Human4a,Human5b,Human6b,Human7a,Human8a,Human9b,,,,,,,,,
2017-01-18 04:34:48,2017-01-18 04:34:49,IP Address,173.252.120.119,2,1,False,2017-01-25 04:34:53,R_2coD4bL3K3Q0EkJ,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2017-01-27 13:47:29,2017-01-27 13:47:29,IP Address,136.243.47.166,2,0,False,2017-02-03 13:47:30,R_0VRHPJa06PIfR9r,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2017-01-27 13:47:28,2017-01-27 13:47:28,IP Address,136.243.47.184,2,0,False,2017-02-03 13:47:30,R_3BCI6o2vcSHPr9j,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2017-01-27 13:47:29,2017-01-27 13:47:29,IP Address,136.243.47.183,2,0,False,2017-02-03 13:47:30,R_4UFF01AiNcuWFtb,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2017-01-27 13:47:28,2017-01-27 13:47:28,Spam,136.243.47.184,2,0,False,2017-02-03 13:47:30,R_8iyzzyEABiQF5Ln,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2017-01-27 13:47:51,2017-01-27 13:47:51,Spam,136.243.47.183,2,0,False,2017-02-03 13:47:56,R_6xmO2sut2hOXyo5,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2017-02-25 15:57:58,2017-02-25 15:57:58,IP Address,199.16.157.181,2,0,False,2017-03-04 15:58:01,R_73PkazKhF1j57jD,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2017-03-29 23:23:48,2017-03-29 23:23:48,IP Address,199.59.150.182,2,0,False,2017-04-05 23:23:51,R_721IR9TmsVcNusJ,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2017-04-07 18:47:56,2017-04-07 18:47:56,IP Address,199.16.157.182,2,0,False,2017-04-14 18:48:04,R_cBeMZno4rth7tFH,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2017-04-17 21:45:57,2017-04-17 21:45:57,IP Address,199.16.157.181,2,0,False,2017-04-24 21:46:03,R_9BH5s7f4iC2PU1v,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2017-04-27 00:08:13,2017-04-27 00:08:13,IP Address,199.16.157.181,2,0,False,2017-05-04 00:08:17,R_2uwTXKxm6dV5FQh,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2017-04-29 17:19:59,2017-04-29 17:20:00,IP Address,199.16.157.183,2,1,False,2017-05-06 17:20:06,R_2gFqCco1VThRaBL,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2017-05-04 20:46:44,2017-05-04 20:46:44,IP Address,199.16.157.181,2,0,False,2017-05-11 20:46:49,R_1WUunLHMARHKFX7,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2017-05-12 01:06:25,2017-05-12 01:06:25,IP Address,199.16.157.181,2,0,False,2017-05-19 01:06:29,R_0pMGPM12dKukoHb,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2017-05-24 19:29:19,2017-05-24 19:29:19,IP Address,199.16.157.183,2,0,False,2017-05-31 19:29:25,R_80af3ip74d5nnfv,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2017-06-07 08:22:57,2017-06-07 08:22:58,IP Address,199.59.150.181,2,1,False,2017-06-14 08:23:01,R_01ZMyxlSCUubdKR,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2017-06-07 08:22:57,2017-06-07 08:22:57,IP Address,199.16.157.180,2,0,False,2017-06-14 08:23:01,R_4ODoG1mGE4hnCK1,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2017-12-06 03:49:30,2017-12-06 03:49:30,IP Address,173.252.86.203,2,0,False,2017-12-13 03:49:33,R_cOLA4dop2yHiuGx,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2017-12-06 03:49:31,2017-12-06 03:50:12,IP Address,45.7.132.115,42,40,False,2017-12-13 03:50:17,R_AMe4d3j5fXTKDN7,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot6|Robot3|Robot4|Robot7|Robot9|Robot8|Robot2|Robot5|Robot1,,,,,,,,,,,,,,,Robot6a,,,
2018-01-31 01:49:22,2018-01-31 01:49:23,IP Address,69.171.240.20,2,1,False,2018-02-07 01:49:28,R_8igNsMoRsam128l,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2018-01-31 01:49:28,2018-01-31 01:50:58,IP Address,45.7.132.115,4,90,False,2018-02-07 01:51:04,R_dao73GmqtavFmP7,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,Human9|Human3|Human8|Human6|Human2|Human4|Human1|Human5|Human7,,,,,,,,,,Human9a,,,,,,,,,
2018-04-25 17:41:31,2018-04-25 17:44:26,Survey Preview,,100,174,True,2018-04-25 17:44:27,R_2QxIA0WktfrZk0S,,,,,53.550003051758,10,preview,EN,,,,,,,,,,,,,,,,,,,,,,,I agree,,,I somewhat agree,,,,,I strongly disagree,,,I strongly disagree,,,Male,Female|Male,1967,,No,No,Employee,,,1026932,,IntroRobot,,Robot7|Robot4|Robot8|Robot3,,,,,,,,,,,,Robot3a,Robot4b,,,Robot7a,Robot8b,
2018-04-25 17:55:46,2018-04-25 17:57:20,Survey Preview,,100,93,True,2018-04-25 17:57:20,R_wTf1QdrjGQVqQCt,,,,,53.550003051758,10,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,I strongly agree,I strongly agree,,,I strongly disagree,,,,,,I agree,Female,Female|Male,1974,,No,No,Self-employed,,,39483110,,IntroRobot,,Robot9|Robot5|Robot6|Robot4,,,,,,,,,,,,,Robot4b,Robot5a,Robot6b,,,Robot9b
2018-04-25 17:57:26,2018-04-25 17:58:29,Survey Preview,,100,63,True,2018-04-25 17:58:29,R_0PKXWduOXiBnOmJ,,,,,53.550003051758,10,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,I strongly disagree,,,I strongly disagree,,I strongly agree,,,I agree,Female,Female|Male,1952,,No,No,Retired,,,93477479,,IntroRobot,,Robot8|Robot5|Robot9|Robot7,,,,,,,,,,,,,,Robot5b,,Robot7a,Robot8a,Robot9b
2018-04-25 18:05:40,2018-04-25 18:07:00,IP Address,134.100.35.178,100,79,True,2018-04-25 18:07:00,R_D1Vt35FEvOwyzmh,,,,,53.550003051758,10,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,I strongly agree,,,I strongly agree,,,,,,I strongly agree,,I strongly agree,,Male,Female|Male,1965,"France ",No,No,Self-employed,,,29073459,,IntroRobot,,Robot8|Robot3|Robot9|Robot5,,,,,,,,,,,,Robot3b,,Robot5a,,,Robot8a,Robot9a
2018-04-25 18:10:38,2018-04-25 18:11:20,IP Address,198.72.247.247,100,42,True,2018-04-25 18:11:20,R_p04ff0e10N87k5P,,,,,34.096405029297,-117.966796875,anonymous,EN,I somewhat disagree,,I somewhat agree,,,,I agree,,I strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Female|Male,1995,"United States ",Yes,No,Employee,,,3554007,,Intro_Human,Human4|Human1|Human5|Human2,,Human1a,Human2a,,Human4a,Human5a,,,,,,,,,,,,,
2018-04-25 18:11:13,2018-04-25 18:12:10,IP Address,96.59.6.249,100,57,True,2018-04-25 18:12:11,R_1hHlzGA5jbWrx9z,,,,,28.029098510742,-82.724098205566,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,I strongly disagree,,,I strongly disagree,,,,I strongly disagree,,,,I strongly disagree,,,Male,Female|Male,1973,"United States ",No,No,Employee,,NONE,12235367,,IntroRobot,,Robot3|Robot8|Robot4|Robot6,,,,,,,,,,,,Robot3a,Robot4b,,Robot6b,,Robot8b,
2018-04-25 18:10:49,2018-04-25 18:12:11,IP Address,107.77.199.65,100,82,True,2018-04-25 18:12:12,R_26ffYmVCsIKi9T5,,,,,32.735702514648,-97.108100891113,anonymous,EN,,,I somewhat disagree,,,,,,I somewhat agree,,,,,,,I agree,I somewhat agree,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1990,"United States ",No,No,Employee,,"Great survey easy to understand ",6817759,,Intro_Human,Human5|Human8|Human2|Human9,,,Human2a,,,Human5a,,,Human8b,Human9a,,,,,,,,,
2018-04-25 18:10:41,2018-04-25 18:12:20,IP Address,47.39.9.132,100,98,True,2018-04-25 18:12:21,R_1pyuArWOyyGxKHo,,,,,43.204895019531,-124.12200164795,anonymous,EN,,,,,,,,,,,,,,,,,,,,I agree,,,,I disagree,,,,,I disagree,,,I agree,,,,,Female,Female|Male,1974,"United States ",No,No,Unemployed,,,35166099,,IntroRobot,,Robot3|Robot6|Robot7|Robot1,,,,,,,,,,Robot1b,,Robot3b,,,Robot6a,Robot7b,,
2018-04-25 18:10:43,2018-04-25 18:12:29,IP Address,67.253.98.90,100,106,True,2018-04-25 18:12:30,R_1KvDrsJQLQOhM8C,,,,,44.428497314453,-70.14990234375,anonymous,EN,,,,,,,,,,,,,,,,,,,I somewhat disagree,,I agree,,,,,I somewhat agree,,,,I somewhat disagree,,,,,,,Male,Female|Male,1979,"United States ",No,No,Employee,,,90593815,,IntroRobot,,Robot4|Robot1|Robot2|Robot6,,,,,,,,,,Robot1a,Robot2a,,Robot4b,,Robot6b,,,
2018-04-25 18:10:36,2018-04-25 18:12:43,IP Address,157.50.118.20,100,127,True,2018-04-25 18:12:44,R_2pSG4wzyGGVynEk,,,,,13.083297729492,80.283294677734,anonymous,EN,I somewhat agree,,,,I neither agree nor disagree,,,,,,,I neither agree nor disagree,I somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,Female,Female|Male,1994,"India ",Yes,No,Employee,,,11281555,,Intro_Human,Human3|Human1|Human6|Human7,,Human1a,,Human3a,,,Human6b,Human7a,,,,,,,,,,,
2018-04-25 18:10:40,2018-04-25 18:12:48,IP Address,72.192.148.209,100,127,True,2018-04-25 18:12:48,R_1pyQmJm5slc09Nl,,,,,32.812698364258,-117.03329467773,anonymous,EN,,,,,,,,,,,,,,,,,,,,I strongly agree,,I somewhat agree,,,I somewhat disagree,,,,,,,,,,I somewhat disagree,,Male,Female|Male,1963,"United States ",No,No,Self-employed,,,28678470,,IntroRobot,,Robot1|Robot4|Robot9|Robot2,,,,,,,,,,Robot1b,Robot2b,,Robot4a,,,,,Robot9a
