V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,MTurkCode,Q31,A1_1_Rob_Anx_Accept,A1_2_Rob_Sciz_Accept,A1_3_Rob_Anx_Force,A1_4_Rob_Sciz_Force,A1_5_Perca_Anx_Accept,A1_6_Perca_Sciz_Accept,A1_7_Perca_Anx_Force,A1_8_Perca_Sciz_Force,Ethical1_Robot_1,Ethical1_Perscare_1,CQ1,CQ2,CQ3,A2_1_Rob_Anx_Accept,A2_2_Rob_Sciz_Accept,A2_3_Rob_Anx_Force,A2_4_Rob_Sciz_Force,A2_5_Perca_Anx_Accept,A2_6_Perca_Sciz_Accept,A2_7_Perca_Anx_Force,A2_8_Perca_Sciz_Force,Ethical2_Robot_1,Ethical2_Perscare_1,Gender,BirthYear,occupation,LocationLatitude,LocationLongitude,LocationAccuracy
R_em40yTDoAv36YSZ,Default Response Set,Anonymous, , ,67.191.37.134,0,4/24/2018 16:48:15,4/24/2018 16:51:26,1,11000100,1, , , , ,1, , , , ,0,0,1,1,1, , , , , , , ,2, ,1,1977,3,25.982894897461,-80.279403686523,-1
R_sC2ltYOk5z8XTgt,Default Response Set,Anonymous, , ,50.249.29.185,0,4/24/2018 16:49:11,4/24/2018 16:51:35,1,26718293,1, , , , , , , ,1, ,3,0,0,4, , , ,1, , , , ,3, ,1,1984,2,38.641906738281,-77.346298217773,-1
R_2cC6HwPp6AX0BsH,Default Response Set,Anonymous, , ,99.203.4.163,0,4/24/2018 16:47:54,4/24/2018 16:51:35,1,51405731,1, , , , , , , ,1, ,1,0,0,4, , , ,1, , , , ,1, ,1,1979,2,33.798095703125,-84.387702941895,-1
R_1dxYKYVH13bVqiu,Default Response Set,Anonymous, , ,174.218.142.139,0,4/24/2018 16:49:21,4/24/2018 16:51:35,1,43700539,1, , , , ,1, , , , ,-3,0,1,1,1, , , , , , , ,-3, ,0,1981,2,33.96809387207,-84.230400085449,-1
R_31WYQzfI6iYEMcB,Default Response Set,Anonymous, , ,67.181.174.153,0,4/24/2018 16:50:47,4/24/2018 16:51:35,1,9158731,1, , , , ,1, , , , ,-2,0,1,4,1, , , , , , , ,2, ,1,1996,3,38.545104980469,-121.38330078125,-1
R_245G8oEJFLK0x4V,Default Response Set,Anonymous, , ,146.186.82.73,0,4/24/2018 16:40:03,4/24/2018 16:51:36,1,66335321,1,1, , , , , , , ,0, ,1,1,1, , , , ,1, , , , ,-1,0,1983,2,40.006301879883,-76.590400695801,-1
R_2trloWonwfuGnwg,Default Response Set,Anonymous, , ,75.105.78.94,0,4/24/2018 16:39:42,4/24/2018 16:51:36,1,44975070,1, , , , , ,1, , , ,-3,0,1,4, ,1, , , , , , ,-3, ,0,1984,2,32.298797607422,-90.184799194336,-1
R_5oiKSQDjmvIT3hf,Default Response Set,Anonymous, , ,24.223.120.250,0,4/24/2018 16:50:13,4/24/2018 16:51:43,1,17029382,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,2, ,0,1988,1,37.377395629883,-107.55079650879,-1
R_r1GtgZ5Ye1rF3mV,Default Response Set,Anonymous, , ,128.146.182.47,0,4/24/2018 16:47:54,4/24/2018 16:51:50,1,86916359,1,1, , , , , , , ,2, ,1,1,1, , , , ,1, , , , ,3,0,1990,2,40.004806518555,-83.024200439453,-1
R_3lt85ITEX1EW7hJ,Default Response Set,Anonymous, , ,174.203.34.229,0,4/24/2018 16:45:28,4/24/2018 16:51:53,1,62513307,1, , , , ,1, , , , ,1,0,1,1,1, , , , , , , ,3, ,1,1987,2,40.830902099609,-73.906997680664,-1
R_1Qza0GGYgcxrwdL,Default Response Set,Anonymous, , ,105.154.56.10,0,4/24/2018 16:49:40,4/24/2018 16:51:55,1,22760588,1, , ,1, , , , , ,-1, ,1,0,1, , , , , , ,1, , ,-1,1,1989,2,33.592803955078,-7.6192016601562,-1
R_1YXbs0M8qMrBb4R,Default Response Set,Anonymous, , ,74.110.207.57,0,4/24/2018 16:49:01,4/24/2018 16:51:57,1,60633658,1, , , , , ,1, , , ,-3,0,1,4, ,1, , , , , , ,-3, ,1,1984,3,37.442596435547,-77.671997070312,-1
R_UQMa5FS7yYDyl8Z,Default Response Set,Anonymous, , ,104.129.204.64,0,4/24/2018 16:48:56,4/24/2018 16:52:02,1,81397029,1, , , , , , ,1, , ,1,0,0,1, , ,1, , , , , ,0, ,1,1962,2,37.425003051758,-121.94599914551,-1
R_2w5MkMTDRkpTXmB,Default Response Set,Anonymous, , ,43.245.203.76,0,4/24/2018 16:46:57,4/24/2018 16:52:04,1,13651074,1, , , , ,1, , , , ,1,0,1,1,1, , , , , , , ,1, ,0,1984,2,10.635894775391,103.50170898438,-1
R_3fTYmbRFzXmnesT,Default Response Set,Anonymous, , ,99.3.173.170,0,4/24/2018 16:42:50,4/24/2018 16:52:13,1,95611626,1, , , , , , ,1, , ,-3,0,0,1, , ,1, , , , , ,0, ,1,1961,2,35.646102905273,-78.5791015625,-1
R_2s1J2FYzmykIebs,Default Response Set,Anonymous, , ,73.182.224.118,0,4/24/2018 16:51:17,4/24/2018 16:52:18,1,62112572,1, , , , , ,1, , , ,-3,0,1,4, ,1, , , , , , ,0, ,1,1991,2,41.30940246582,-72.924003601074,-1
R_3MguMmQPXzEEJ4k,Default Response Set,Anonymous, , ,71.237.51.87,0,4/24/2018 16:50:40,4/24/2018 16:52:26,1,4683840,1, , ,1, , , , , ,2, ,1,0,1, , , , , , ,1, , ,2,1,1987,2,40.168899536133,-105.09449768066,-1
R_2akokMNA7y1fH23,Default Response Set,Anonymous, , ,71.178.174.162,0,4/24/2018 16:49:10,4/24/2018 16:52:26,1,16358444,1, , , , , , , ,1, ,1,0,0,1, , , ,1, , , , ,1, ,0,1976,2,39.16340637207,-76.935897827148,-1
R_2qqid9H4OuupMrx,Default Response Set,Anonymous, , ,207.203.39.120,0,4/24/2018 16:50:41,4/24/2018 16:52:28,1,99840762,1, , , , ,1, , , , ,0,0,1,1,1, , , , , , , ,0, ,0,1992,2,33.649505615234,-86.708801269531,-1
R_24vfy0CkLsuCVgI,Default Response Set,Anonymous, , ,23.106.26.74,0,4/24/2018 16:49:25,4/24/2018 16:52:29,1,68215888,1, , , , , ,1, , , ,-1,0,1,4, ,1, , , , , , ,0, ,1,1984,2,47.489105224609,-122.29080200195,-1
R_3Or06S0yyTY1hhC,Default Response Set,Anonymous, , ,50.88.123.31,0,4/24/2018 16:49:29,4/24/2018 16:52:30,1,48242509,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , ,1, , ,-3,0,1974,3,28.203994750977,-81.495101928711,-1
R_w60zTFob2EQc65P,Default Response Set,Anonymous, , ,71.86.81.80,0,4/24/2018 16:48:52,4/24/2018 16:52:31,1,77364319,1, , ,1, , , , , ,2, ,1,0,1, , , , , , ,1, , ,3,0,1974,2,30.418701171875,-92.219902038574,-1
R_1jeJtaPcxvbSsEK,Default Response Set,Anonymous, , ,24.17.252.46,0,4/24/2018 16:49:30,4/24/2018 16:52:34,1,65655416,1, ,1, , , , , , ,-1, ,1,1,4, , , , , ,1, , , ,-1,0,1950,2,47.856094360352,-122.28289794922,-1
R_3P7Vf2YbptUBMjm,Default Response Set,Anonymous, , ,184.35.9.150,0,4/24/2018 16:46:45,4/24/2018 16:52:34,1,46002195,1, , , ,1, , , , ,1, ,1,0,4, , , , , , , ,1, ,1,0,1969,2,36.105895996094,-79.816497802734,-1
R_XOn2UF8Pi99FVhT,Default Response Set,Anonymous, , ,184.101.116.89,0,4/24/2018 16:51:54,4/24/2018 16:52:39,1,10381324,1, ,1, , , , , , ,0, ,1,1,4, , , , , ,1, , , ,0,0,1948,2,33.397201538086,-111.78579711914,-1
R_30681Znb8cFKzeX,Default Response Set,Anonymous, , ,74.109.26.243,0,4/24/2018 16:49:23,4/24/2018 16:52:43,1,948033,1, , , , , , ,1, , ,-1,0,0,1, , ,1, , , , , ,-3, ,0,1987,3,39.940704345703,-75.228103637695,-1
R_3GdhQEX2U2KZ4X8,Default Response Set,Anonymous, , ,47.40.2.85,0,4/24/2018 16:48:18,4/24/2018 16:52:47,1,91906101,1, ,1, , , , , , ,3, ,1,1,4, , , , , ,1, , , ,3,1,1979,2,38.512100219727,-89.899803161621,-1
R_PARBlnf7gM5pYe5,Default Response Set,Anonymous, , ,73.34.112.241,0,4/24/2018 16:49:43,4/24/2018 16:52:47,1,31821362,1, , , ,1, , , , ,-1, ,1,0,4, , , , , , , ,1, ,-2,1,1987,2,39.507598876953,-104.67729949951,-1
R_12aIm2wkrrhTkc1,Default Response Set,Anonymous, , ,184.164.147.5,0,4/24/2018 16:49:25,4/24/2018 16:52:54,1,41571935,1, , , , , ,1, , , ,-3,0,1,4, ,1, , , , , , ,-3, ,0,1998,2,37.751007080078,-97.821998596191,-1
R_1jHslyfBaCtTCRX,Default Response Set,Anonymous, , ,173.218.100.197,0,4/24/2018 16:51:36,4/24/2018 16:52:58,1,28771253,1, ,1, , , , , , ,1, ,1,1,4, , , , , ,1, , , ,-1,0,1985,6,35.842300415039,-90.704299926758,-1
R_3CTzjHVs3xSWPIQ,Default Response Set,Anonymous, , ,67.11.111.69,0,4/24/2018 16:47:41,4/24/2018 16:52:59,1,61495040,1, ,1, , , , , , ,0, ,1,1,4, , , , , ,1, , , ,-2,1,1958,3,29.65690612793,-98.510696411133,-1
R_25NrHNlZpyVbGGX,Default Response Set,Anonymous, , ,73.71.209.93,0,4/24/2018 16:49:09,4/24/2018 16:53:01,1,63780967,1, , , , , ,1, , , ,-1,0,1,4, ,1, , , , , , ,-1, ,1,1981,2,38.169906616211,-121.93669891357,-1
R_2CDHGcmWIOVQiiF,Default Response Set,Anonymous, , ,208.80.228.251,0,4/24/2018 16:49:48,4/24/2018 16:53:01,1,72109120,1, , , ,1, , , , ,-3, ,1,0,4, , , , , , , ,1, ,-3,0,1988,2,26.122299194336,-80.143402099609,-1
R_bg9W8MRm0hVaGrf,Default Response Set,Anonymous, , ,76.117.182.123,0,4/24/2018 16:50:30,4/24/2018 16:53:03,1,91119210,1, , , ,1, , , , ,1, ,1,0,4, , , , , , , ,1, ,1,0,1987,2,40.791900634766,-74.263999938965,-1
R_O6H21IEWnXsHsK5,Default Response Set,Anonymous, , ,75.187.69.219,0,4/24/2018 16:51:18,4/24/2018 16:53:13,1,66443826,1, , , , , ,1, , , ,-2,0,1,4, ,1, , , , , , ,-2, ,0,1987,2,39.479202270508,-84.712997436523,-1
R_2fxNXiSudoUJPY2,Default Response Set,Anonymous, , ,47.21.143.58,0,4/24/2018 16:51:31,4/24/2018 16:53:23,1,60570948,1, , , , , , , ,1, ,-2,0,0,4, , , ,1, , , , ,-2, ,1,1970,3,40.661407470703,-73.958297729492,-1
R_21iV2G5gepwgiaP,Default Response Set,Anonymous, , ,75.147.39.21,0,4/24/2018 16:51:38,4/24/2018 16:53:24,1,11188936,1,1, , , , , , , ,1, ,1,1,1, , , , ,1, , , , ,0,1,1989,2,43.007904052734,-71.495002746582,-1
R_2DNRGFCddw4Irrg,Default Response Set,Anonymous, , ,173.48.171.202,0,4/24/2018 16:47:53,4/24/2018 16:53:24,1,74227403,1, , , , ,1, , , , ,2,0,1,1,1, , , , , , , ,0, ,0,1961,5,42.245101928711,-71.18399810791,-1
R_3nowSzCsoJedXcj,Default Response Set,Anonymous, , ,216.69.46.42,0,4/24/2018 16:49:44,4/24/2018 16:53:35,1,24284356,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,0, ,1,1987,2,37.99690246582,-84.746597290039,-1
R_Dvr7SbB567vnAXL,Default Response Set,Anonymous, , ,108.26.113.185,0,4/24/2018 16:49:28,4/24/2018 16:53:43,1,84887960,1, ,1, , , , , , ,-2, ,1,1,4, , , , , ,1, , , ,-3,0,1978,3,36.99040222168,-76.421699523926,-1
R_oYyN5w9rD38PQ3f,Default Response Set,Anonymous, , ,69.136.138.207,0,4/24/2018 16:43:14,4/24/2018 16:53:45,1,48314546,1, , ,1, , , , , ,0, ,1,0,1, , , , , , ,1, , ,0,1,1990,3,42.86360168457,-85.627197265625,-1
R_2aVLj5QMWq5fhta,Default Response Set,Anonymous, , ,38.132.120.82,0,4/24/2018 16:51:08,4/24/2018 16:53:48,1,53263875,1, , , , , , ,1, , ,2,0,0,2, , ,1, , , , , ,-1, ,1,1961,2,25.78059387207,-80.182601928711,-1
R_33qyxy0LOZNTb2l,Default Response Set,Anonymous, , ,67.44.177.224,0,4/24/2018 16:52:26,4/24/2018 16:53:52,1,10094757,1, , , , ,1, , , , ,-1,0,1,1,1, , , , , , , ,-1, ,0,1982,2,30.250900268555,-95.199401855469,-1
R_3KUYLZgFNmSGQoE,Default Response Set,Anonymous, , ,71.195.15.101,0,4/24/2018 16:49:36,4/24/2018 16:54:01,1,78842477,1, , , , ,1, , , , ,-2,0,1,1,1, , , , , , , ,0, ,0,1961,4,44.823104858398,-93.374496459961,-1
R_3khOFFu0RZRKH0U,Default Response Set,Anonymous, , ,68.1.152.24,0,4/24/2018 16:52:10,4/24/2018 16:54:03,1,78260459,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,2, ,1,1966,2,32.541793823242,-83.590202331543,-1
R_2zMC0qyJMqtDFmg,Default Response Set,Anonymous, , ,40.133.44.242,0,4/24/2018 16:50:27,4/24/2018 16:54:06,1,2142323,1, ,1, , , , , , ,0, ,1,1,4, , , , , ,1, , , ,-3,1,1961,2,30.811492919922,-97.411903381348,-1
R_1mhe6hE3mRCLJit,Default Response Set,Anonymous, , ,24.171.15.47,0,4/24/2018 16:53:40,4/24/2018 16:54:11,1,61582659,1, , , , , ,1, , , ,1,0,0,1, ,1, , , , , , ,1, ,0,1978,2,39.683395385742,-91.436401367188,-1
R_2VDgtB9ISdlXXZg,Default Response Set,Anonymous, , ,174.16.154.248,0,4/24/2018 16:51:24,4/24/2018 16:54:14,1,90024262,1, , , , , , ,1, , ,1,0,1,1, , ,1, , , , , ,-3, ,1,1991,2,39.764007568359,-105.0179977417,-1
R_3n7qaH41RTP6FwE,Default Response Set,Anonymous, , ,65.207.124.1,0,4/24/2018 16:41:30,4/24/2018 16:54:15,1,28951047,1, , , , , , ,1, , ,2,0,0,2, , ,1, , , , , ,-3, ,1,1992,2,37.619201660156,-77.496002197266,-1
R_3LXg96gBnvbMeKt,Default Response Set,Anonymous, , ,99.203.4.163,0,4/24/2018 16:53:31,4/24/2018 16:54:17,1,68373053,1, , , , , , , ,1, ,1,0,0,4, , , ,1, , , , ,1, ,1,1979,2,33.798095703125,-84.387702941895,-1
R_1NtC3ScNMgSBLSL,Default Response Set,Anonymous, , ,8.41.22.56,0,4/24/2018 16:53:09,4/24/2018 16:54:21,1,18937050,1, , , ,1, , , , ,-3, ,1,0,4, , , , , , , ,1, ,-1,0,1992,2,37.82080078125,-97.689300537109,-1
R_1ILRVcby0uudrLw,Default Response Set,Anonymous, , ,45.74.60.121,0,4/24/2018 16:44:58,4/24/2018 16:54:45,1,95841664,1, , , ,1, , , , ,2, ,1,1,1, , , , , , , ,1, ,1,1,1979,2,29.817001342773,-95.581100463867,-1
R_1FyRW5AAYwAlavi,Default Response Set,Anonymous, , ,71.207.132.238,0,4/24/2018 16:53:18,4/24/2018 16:54:48,1,92019847,1, ,1, , , , , , ,-1, ,1,1,4, , , , , ,1, , , ,-2,0,1980,2,37.552200317383,-77.458198547363,-1
R_8BW0thgOlGtxr0J,Default Response Set,Anonymous, , ,70.125.5.90,0,4/24/2018 16:47:49,4/24/2018 16:55:03,1,79622777,1, , , , , , ,1, , ,-2,0,0,1, , ,1, , , , , ,-3, ,1,1981,2,28.085906982422,-82.726699829102,-1
R_3oAtmMF2OqDNb3k,Default Response Set,Anonymous, , ,68.113.224.226,0,4/24/2018 16:43:16,4/24/2018 16:55:04,1,17205950,1, , , , , , ,1, , ,1,0,0,1, , ,1, , , , , ,1, ,1,1983,2,44.745697021484,-91.513198852539,-1
R_12tExdp15pF7IMA,Default Response Set,Anonymous, , ,185.107.47.171,0,4/24/2018 16:41:49,4/24/2018 16:55:11,1,99387885,1, , ,1, , , , , ,0, ,1,0,1, , , , , , ,1, , ,0,1,1991,2,0,0,-1
R_2rkXCbAhMXzOrxO,Default Response Set,Anonymous, , ,73.155.195.22,0,4/24/2018 16:53:18,4/24/2018 16:55:11,1,55739361,1, , , , , , ,1, , ,-1,0,0,1, , ,1, , , , , ,-1, ,0,1978,2,30.141006469727,-95.469398498535,-1
R_2Bx2JV1YTtbbqaF,Default Response Set,Anonymous, , ,99.114.126.115,0,4/24/2018 16:41:42,4/24/2018 16:55:12,1,4820851,1, , , , , , ,1, , ,0,0,0,1, , ,1, , , , , ,0, ,1,1981,2,30.279296875,-81.585098266602,-1
R_2uWGYs0nc4SIDCV,Default Response Set,Anonymous, , ,71.199.224.83,0,4/24/2018 16:53:51,4/24/2018 16:55:13,1,95335812,1, , , ,1, , , , ,-3, ,1,0,4, , , , , , , ,1, ,-3,0,1962,3,30.35090637207,-81.64469909668,-1
R_24AA9F94chXx3IE,Default Response Set,Anonymous, , ,96.255.2.92,0,4/24/2018 16:51:49,4/24/2018 16:55:24,1,89539289,1, , , , , , , ,1, ,-3,0,0,4, , , ,1, , , , ,-3, ,1,1988,3,39.089202880859,-77.183502197266,-1
R_3qIMa22G9LlHZ53,Default Response Set,Anonymous, , ,45.19.1.0,0,4/24/2018 16:40:50,4/24/2018 16:55:31,1,94602347,1,1, , , , , , , ,2, ,1,1,1, , , , ,1, , , , ,2,1,1957,2,33.856002807617,-84.212898254395,-1
R_2ypf7Q5c5YnMm8q,Default Response Set,Anonymous, , ,96.35.4.214,0,4/24/2018 16:54:14,4/24/2018 16:55:47,1,74074893,1, , , , ,1, , , , ,-1,0,1,1,1, , , , , , , ,-1, ,0,1982,6,38.848999023438,-89.938499450684,-1
R_1jdnuBHULFfgekz,Default Response Set,Anonymous, , ,75.186.74.235,0,4/24/2018 16:53:14,4/24/2018 16:55:48,1,91712801,1, , , , , , ,1, , ,-3,0,0,1, , ,1, , , , , ,-3, ,0,1972,3,40.283905029297,-84.16480255127,-1
R_3g1s40QXYPmxv9W,Default Response Set,Anonymous, , ,24.127.167.119,0,4/24/2018 16:53:16,4/24/2018 16:55:56,1,36359348,1, ,1, , , , , , ,-1, ,1,1,4, , , , , ,1, , , ,-2,1,1967,3,42.688400268555,-83.386497497559,-1
R_2s54g5x73gVgOaX,Default Response Set,Anonymous, , ,73.144.247.47,0,4/24/2018 16:54:42,4/24/2018 16:56:09,1,84878779,1, ,1, , , , , , ,3, ,1,1,4, , , , , ,1, , , ,3,0,1975,2,42.975692749023,-83.662803649902,-1
R_3HuJI3vLojKDkLb,Default Response Set,Anonymous, , ,97.75.248.100,0,4/24/2018 16:54:13,4/24/2018 16:56:09,1,38368194,1,1, , , , , , , ,3, ,1,1,1, , , , ,1, , , , ,3,0,1963,3,36.693496704102,-94.145401000977,-1
R_3MxI9LRbQ4MrIBi,Default Response Set,Anonymous, , ,72.84.107.65,0,4/24/2018 16:38:22,4/24/2018 16:56:12,1,92629581,1, , , , , ,1, , , ,-3,0,1,4, ,1, , , , , , ,-3, ,1,1976,2,37.057098388672,-76.461898803711,-1
R_2SoDL1Tmw6bgsQ5,Default Response Set,Anonymous, , ,50.46.133.160,0,4/24/2018 16:54:52,4/24/2018 16:56:22,1,15269530,1, , , , ,1, , , , ,0,0,1,1,1, , , , , , , ,0, ,1,1981,2,47.820907592773,-122.31510162354,-1
R_Q9UA9RqQZW1qv6N,Default Response Set,Anonymous, , ,12.4.5.125,0,4/24/2018 16:53:08,4/24/2018 16:56:30,1,65395293,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,2, ,1,1991,2,33.956207275391,-83.987998962402,-1
R_1OxUQPhCuSCMZMw,Default Response Set,Anonymous, , ,66.177.113.95,0,4/24/2018 16:54:57,4/24/2018 16:56:32,1,36946070,1, , , ,1, , , , ,0, ,1,0,4, , , , , , , ,1, ,0,1,1989,2,31.314697265625,-81.522201538086,-1
R_3majgzI3XuxTQcu,Default Response Set,Anonymous, , ,104.223.8.108,0,4/24/2018 16:55:13,4/24/2018 16:56:44,1,57107983,1, , , ,1, , , , ,1, ,0,1,3, , , , , , , ,1, ,3,1,1994,2,34.049392700195,-118.26409912109,-1
R_ODrlrjNEVgUVpsZ,Default Response Set,Anonymous, , ,24.242.19.76,0,4/24/2018 16:54:30,4/24/2018 16:57:03,1,36941714,1, , ,1, , , , , ,-2, ,1,0,1, , , , , , ,1, , ,-2,1,1982,2,31.902297973633,-106.40650177002,-1
R_ZHNViZwGVWY527f,Default Response Set,Anonymous, , ,99.62.88.55,0,4/24/2018 16:48:31,4/24/2018 16:57:06,1,19782438,1, , , , ,1, , , , ,1,0,1,1,1, , , , , , , ,1, ,0,1979,2,29.544692993164,-95.33699798584,-1
R_2coxzH6GpaKTd0p,Default Response Set,Anonymous, , ,162.192.89.154,0,4/24/2018 16:54:30,4/24/2018 16:57:11,1,41007726,1, , , , , ,1, , , ,3,0,1,4, ,1, , , , , , ,0, ,0,1978,2,30.271194458008,-89.770500183105,-1
R_p44Q4bJqDCqCCXf,Default Response Set,Anonymous, , ,68.196.201.249,0,4/24/2018 16:53:00,4/24/2018 16:57:20,1,89228525,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , ,1, , ,-3,1,1989,2,40.769897460938,-72.999397277832,-1
R_3jTByEKHreuH11P,Default Response Set,Anonymous, , ,71.171.84.56,0,4/24/2018 16:51:38,4/24/2018 16:57:30,1,59007674,1,1, , , , , , , ,1, ,1,1,1, , , , ,1, , , , ,-1,1,1975,2,38.272399902344,-77.593200683594,-1
R_2QmtTdrFSjeb4fU,Default Response Set,Anonymous, , ,96.28.19.26,0,4/24/2018 16:49:58,4/24/2018 16:57:41,1,52509915,1,1, , , , , , , ,1, ,1,1,1, , , , ,1, , , , ,1,0,1972,3,39.016296386719,-84.598098754883,-1
R_2ur0R6A8wyP7a7k,Default Response Set,Anonymous, , ,156.40.216.2,0,4/24/2018 16:56:40,4/24/2018 16:57:42,1,24335497,1, , , , ,1, , , , ,1,0,1,1,1, , , , , , , ,1, ,0,1985,2,39.003204345703,-77.160202026367,-1
R_3KO56LXpwsHT6CV,Default Response Set,Anonymous, , ,98.111.125.194,0,4/24/2018 16:56:16,4/24/2018 16:57:51,1,98781817,1, , , , ,1, , , , ,-2,0,0,1,1, , , , , , , ,0, ,0,1994,2,40.245498657227,-77.02269744873,-1
R_24px2UsXRxLPBRr,Default Response Set,Anonymous, , ,142.197.88.222,0,4/24/2018 16:55:33,4/24/2018 16:57:56,1,70382516,1, ,1, , , , , , ,0, ,1,1,4, , , , , ,1, , , ,-3,0,1991,2,29.109893798828,-80.972999572754,-1
R_21BulP2lNnyAit5,Default Response Set,Anonymous, , ,71.10.39.26,0,4/24/2018 16:56:54,4/24/2018 16:58:04,1,10639012,1, ,1, , , , , , ,-2, ,1,1,4, , , , , ,1, , , ,-3,1,1996,3,42.853393554688,-83.295600891113,-1
R_9GM4GkxpdPgceWt,Default Response Set,Anonymous, , ,174.206.8.198,0,4/24/2018 16:53:22,4/24/2018 16:58:12,1,1093196,1, , ,1, , , , , ,-2, ,1,0,1, , , , , , ,1, , ,-3,0,1987,3,33.176895141602,-96.698501586914,-1
R_2WCLDBHTvU3R7Ju,Default Response Set,Anonymous, , ,173.62.213.175,0,4/24/2018 16:57:00,4/24/2018 16:58:26,1,46094097,1, , , , , ,1, , , ,-2,0,1,4, ,1, , , , , , ,-2, ,0,1964,3,40.203994750977,-75.538101196289,-1
R_3EzNPg8QlbACcZz,Default Response Set,Anonymous, , ,70.173.12.131,0,4/24/2018 16:56:57,4/24/2018 16:58:29,1,30052552,1, , , , , , , ,1, ,0,0,0,4, , , ,1, , , , ,-1, ,1,1984,2,36.287704467773,-115.28679656982,-1
R_1C3E4viN4uf9uCT,Default Response Set,Anonymous, , ,160.109.104.44,0,4/24/2018 16:49:13,4/24/2018 16:58:36,1,32479213,1, , , , , , , ,1, ,1,0,0,4, , , ,1, , , , ,0, ,0,1976,2,33.020004272461,-96.741897583008,-1
R_ODWfBhIeMXA6vSx,Default Response Set,Anonymous, , ,162.251.221.196,0,4/24/2018 16:57:08,4/24/2018 16:58:38,1,6973985,1, , , , , , ,1, , ,0,0,1,1, , ,1, , , , , ,0, ,0,1984,3,36.57389831543,-86.251197814941,-1
R_rjeA73iR3MOpma5,Default Response Set,Anonymous, , ,68.4.250.63,0,4/24/2018 16:45:21,4/24/2018 16:58:43,1,50452027,1, , , , , , ,1, , ,-3,0,0,1, , ,1, , , , , ,0, ,1,1983,2,33.525604248047,-117.61909484863,-1
R_2CPuWwSI3XoRBWx,Default Response Set,Anonymous, , ,162.251.221.196,0,4/24/2018 16:56:56,4/24/2018 16:58:48,1,96169843,1, , , ,1, , , , ,3, ,0,0,4, , , , , , , ,1, ,3,0,1980,2,36.57389831543,-86.251197814941,-1
R_Ui34IKGZqfki7a9,Default Response Set,Anonymous, , ,74.101.106.108,0,4/24/2018 16:55:22,4/24/2018 16:58:50,1,93519915,1,1, , , , , , , ,-1, ,1,1,1, , , , ,1, , , , ,-2,0,1969,2,40.589996337891,-73.644599914551,-1
R_2o7S4MtCLz9tc8V,Default Response Set,Anonymous, , ,24.245.38.217,0,4/24/2018 16:58:15,4/24/2018 16:59:02,1,59911798,1, , , ,1, , , , ,2, ,1,0,4, , , , , , , ,1, ,2,0,1987,5,45.11669921875,-93.300399780273,-1
R_4YPAkDoZoCBs5l7,Default Response Set,Anonymous, , ,67.175.243.58,0,4/24/2018 16:58:15,4/24/2018 16:59:12,1,52190157,1, , , , , , , ,1, ,-1,0,0,4, , , ,1, , , , ,-1, ,1,1981,2,41.920593261719,-87.701698303223,-1
R_2EE2B9zaRUEDhG1,Default Response Set,Anonymous, , ,71.67.137.98,0,4/24/2018 16:57:21,4/24/2018 16:59:24,1,67172835,1,1, , , , , , , ,0, ,1,1,1, , , , ,1, , , , ,1,0,1980,2,39.46110534668,-83.817199707031,-1
R_qXH6Pzb1ZzW1nJD,Default Response Set,Anonymous, , ,68.119.43.1,0,4/24/2018 16:57:32,4/24/2018 16:59:31,1,81111651,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , ,1, , ,-3,0,1976,2,35.676696777344,-81.38500213623,-1
R_3QWe0mxDUwNYUmt,Default Response Set,Anonymous, , ,108.242.223.13,0,4/24/2018 16:51:23,4/24/2018 16:59:33,1,75227497,1, , ,1, , , , , ,0, ,1,0,1, , , , , , ,1, , ,0,1,1950,3,33.590301513672,-101.85189819336,-1
R_3NNU90ZFHdcuJ3H,Default Response Set,Anonymous, , ,24.159.98.19,0,4/24/2018 16:57:13,4/24/2018 16:59:37,1,7807293,1,1, , , , , , , ,1, ,1,1,1, , , , ,1, , , , ,2,0,1984,3,33.956207275391,-83.987998962402,-1
R_2UftuH4u7LYHHc4,Default Response Set,Anonymous, , ,75.35.24.7,0,4/24/2018 16:47:23,4/24/2018 17:00:14,1,55257207,1, , , , , , , ,1, ,3,0,0,4, , , ,1, , , , ,3, ,0,1993,2,32.833404541016,-96.793601989746,-1
R_3iVAK6qPkLI5tXI,Default Response Set,Anonymous, , ,98.24.118.246,0,4/24/2018 16:54:46,4/24/2018 17:00:29,1,14069586,1, , , , , ,1, , , ,-1,0,1,4, ,1, , , , , , ,-2, ,0,1989,3,35.229797363281,-81.242797851562,-1
R_1kZmgC4tCdVIYjp,Default Response Set,Anonymous, , ,73.56.129.227,0,4/24/2018 16:57:31,4/24/2018 17:00:37,1,58125781,1, ,1, , , , , , ,0, ,1,1,4, , , , , ,1, , , ,0,0,1980,3,27.249801635742,-80.379699707031,-1
